"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
2911986	20110930	Hometown National bank	35156	Longview	WA	98632	
2912750	20110930	Security National Trust Co.	57081	Wheeling	WV	26003	
2913551	20110930	TrustAtlantic Bank	35163	Raleigh	NC	27612	
2913702	20110930	Bank of Franklin County	35543	Washington	MO	63090	
2913887	20110930	New Century Bank	35465	Dunn	NC	28334	
2914727	20110930	UNITED NATIONAL BANK	35427	CAIRO	GA	398280150	
2914905	20110930	The Communitys Bank	57041	Bridgeport	CT	66044261	
2915126	20110930	CHEAHA BANK	35514	OXFORD	AL	36203	
2915461	20110930	North State Bank	35519	Raleigh	NC	27609	
2916963	20110930	U.S. Bank Trust National Association	57047	Wilmington	DE	19809	
2917184	20110930	New Frontier Bank	35597	St. Charles	MO	63303	
2919423	20110930	Canyon Community Bank, N.A.	35547	Tucson	Az	85704	
2919898	20110930	American Bank & Trust Company Inc.	35568	Bowling Green	KY	42102	
2920287	20110930	Century Bank of Kentucky, Inc.	35450	Lawrenceburg	KY	40342	
2920737	20110930	FSGBank, N.A.	35525	Chattanooga	TN	37402	
2920773	20110930	1st Colonial National Bank	35456	Collingswood	NJ	81082046	
2921211	20110930	Century Bank of Georgia	35236	Cartersville	GA	30120	
2921622	20110930	Citizens Bank Of Cumberland County, Inc.	35442	Burkesville	KY	42717	
2922674	20110930	Talbots Classics National Bank	35485	Lincoln	RI	02665	
2924128	20110930	Unified Trust Company, N.A.	35534	Lexington	KY	40504	
2925620	20110930	Chino Commercial Bank, NA	35366	Chino	CA	917105642	
2925666	20110930	Pinnacle National Bank	35583	Nashville	TN	37201	
2925723	20110930	Rumson-Fair Haven Bank & Trust	35381	Fair Haven	NJ	7760	
2927615	20110930	Advantage Bank	57072	Loveland	CO	80538	
2929075	20110930	Indiana Community Bank	57037	Goshen	IN	46526	
2929392	20110930	Cornerstone National Bank & Trust Company	57061	Palatine	IL	60067	
2931603	20110930	World's Foremost Bank	57079	Sidney	NE	69160	
2934930	20110930	CenterBank of Jacksonville, National Association	35542	Jacksonville	FL	32207	
2936840	20110930	BANK OF ALPENA	57029	ALPENA	MI	49707	
2938143	20110930	The Bank of Commerce	35451	Sarasota	FL	34236	
2938198	20110930	Northbrook Bank and Trust	57082	Northbrook	IL	60062	
2938769	20110930	OXFORD UNIVERSITY BANK	57034	OXFORD	MS	38655	
2939001	20110930	Century Bank of Florida	35558	Tampa	FL	33612	
2939391	20110930	Peoples Bank	57058	Sheridan	AR	72150	
2939663	20110930	Union Community Bank FSB	35257	Lancaster	PA	176013076	
2941068	20110930	Nicolet National Bank	57038	Green Bay	WI	54301	
2941509	20110930	Foundation Bank	35566	Bellevue	WA	98004	
2942690	20110930	SIGNATURE BANK	57053	NEW YORK	NY	10017	
2942823	20110930	United Bank of El Paso	57119	El Paso	TX	79912	
2943389	20110930	TomatoBank, N.A.	35474	Diamond Bar	CA	91765	
2943615	20110930	Community Bank of Pickens County	35513	Jasper	GA	301430040	
2947556	20110930	First Electronic Bank	35533	Sandy	UT	84070	
2948058	20110930	First Commercial Bank	57069	Jackson	MS	39236	
2948423	20110930	The Bank of Clovis	57022	Clovis	NM	88101	
2948450	20110930	HBank Texas	57027	Grapevine	TX	760992327	
2949710	20110930	THE National Bank	57918	Moline	IL	612657728	
2950604	20110930	Covenant Bank	57039	Clarksdale	MS	38614	
2950677	20110930	CIT BANK	35575	SALT LAKE CITY	UT	84106	
2953418	20110930	OptimumBank	35430	Ft. Lauderdale	FL	33308	
2954059	20110930	BCB COMMUNITY BANK	35541	BAYONNE	NJ	7002	
2954497	20110930	Willamette Valley Bank	57033	Salem	OR	97301	
2955458	20110930	Park Cities Bank	57057	Dallas	TX	75206	
2957014	20110930	American State Bank & Trust Company	57144	Great Bend	KS	67530	
2958048	20110930	Kilgore National Bank	35548	Kilgore	TX	75662	
2958972	20110930	Northstar Bank	57097	Bad Axe	MI	48413	
2960555	20110930	American Heritage Bank	57025	Clovis	NM	88102	
2960788	20110930	Wheaton College Trust Company, N.A.	57150	Wheaton	IL	60187	
2961703	20110930	Mission Oaks National Bank	57021	Temecula	CA	92590	
2963266	20110930	First Carolina State Bank	35530	Rocky Mount	NC	27804	
2963275	20110930	Mission Bank	57137	Kingman	AZ	86401	
2963547	20110930	Landmark Community Bank	57112	Pittston	PA	186401816	
2963864	20110930	TRADITIONS FIRST BANK	57092	ERIN	TN	37061	
2966614	20110930	Carolina Trust Bank	57026	Lincolnton	NC	28902	
2967349	20110930	Liberty Bank of Arkansas	3878	Jonesboro	AR	72401	
2967796	20110930	PEOPLES BANK OF BEDFORD COUNTY	35604	SHELBYVILLE	TN	37160	
2970657	20110930	Schaumburg Bank & Trust Company, N.A.	57103	Schaumburg	IL	60007	
2973041	20110930	First Community Trust National Association	57179	Dubuque	IA	52002	
2980209	20110930	Barclays Bank Delaware	57203	Wilmington	DE	19801	
2981813	20110930	First National Bank of Muskogee	57183	Muskogee	OK	74401	
2981822	20110930	Millennium Bank	57175	Edwards	CO	816324640	
2986304	20110930	FLORIDA GULF BANK	57085	FORT MYERS	FL	33919	
2989006	20110930	Guardian Bank	57127	Valdosta	GA	31602	
2994493	20110930	Community Bank of the Cumberlands	57111	Jamestown	TN	38556	
2997216	20110930	COMMUNITY BANK OF SANTA MARIA	57073	SANTA MARIA	CA	93454	
2997748	20110930	First Century Bank, National Association	57123	Gainesville	GA	30501	
2997926	20110930	Cumberland Bank & Trust	57091	Clarksville	TN	37040	
2998576	20110930	Celtic Bank	57056	Salt Lake City	UT	84111	
2998660	20110930	1ST REGENTS BANK	57157	ANDOVER	MN	55304	
2999845	20110930	Western Security Bank	57248	Billings	MT	59104	
3005097	20110930	COMMUNITY BANK OF MISSOURI	57141	RICHMOND	MO	64085	
3008306	20110930	SunFirst Bank	57087	St. George	UT	84770	
3009778	20110930	M&I Bank of Mayville	57193	Mayville	WI	53050	
3010000	20110930	Mariner's Bank	35479	Edgewater	NJ	7020	
3010318	20110930	AMERICAN PATRIOT BANK	57169	GREENEVILLE	TN	37745	
3010363	20110930	bankcda	57074	Coeur d Alene	ID	83814	
3013823	20110930	CRESCOM BANK	57135	Myrtle Beach	SC	29577	
3015939	20110930	AMG National Trust  Bank	57295	Englewood	CO	801116020	
3016347	20110930	Georgia Banking Company	57071	Atlanta	GA	30339	
3017737	20110930	Cottage Savings Bank	57089	Cincinnati	OH	45242	
3019982	20110930	THE FREEDOM BANK OF VIRGINIA	57184	Vienna	VA	22180	
3020447	20110930	Farmers Bank	57335	Ault	CO	80610	
3022076	20110930	Beach Community Bank	57131	Fort Walton Beach	FL	32548	
3022610	20110930	Flatirons Bank	57280	Boulder	CO	80302	
3025134	20110930	American Founders Bank, Inc	57113	Lexington	KY	40507	
3025406	20110930	Bridge Bank, N.A.	57086	San Jose	CA	95113	
3025929	20110930	GOGEBIC RANGE BANK	57192	IRONWOOD	MI	49938	
3027763	20110930	Cornerstone Bank	57250	Overland Park	KS	66221	
3028902	20110930	PREMIER VALLEY BANK	57098	FRESNO	CA	93720	
3029589	20110930	Cedar Rapids Bank and Trust	57244	Cedar Rapids	IA	52401	
3030697	20110930	Regents Bank, National Association	57177	La Jolla	CA	920374264	
3032833	20110930	Cheyenne State Bank	57363	Cheyenne	WY	82001	
3034257	20110930	First Community Bank of Central Alabama	57124	Wetumpka	AL	36092	
3034695	20110930	MAIN STREET BANK CORP.	57162	WHEELING	WV	26003	
3035759	20110930	Live Oak State Bank	57187	Dallas	TX	75204	
3037874	20110930	Neighborhood National Bank	57210	Alexandria	MN	56308	
3039636	20110930	Mission Valley Bank	57101	Sun Valley	CA	91352	
3041358	20110930	First Commerce Bank	57273	Marysville	KS	66508	
3041974	20110930	Citizens Bank of Pennsylvania	57282	Philadelphia	PA	191037053	
3042234	20110930	Bank of Brenham N.A.	57102	Brenham	TX	77833	
3043651	20110930	Summit Bank	57289	Tulsa	OK	74135	
3044500	20110930	Parkway Bank	57158	Lenoir	NC	28645	
3045299	20110930	CrossFirst Bank Leawood	57303	Leawood	KS	662249732	
3045383	20110930	Vanguard National Trust Company	57304	Malvern	PA	19355	
3047314	20110930	The Bank of Southern Connecticut	57251	New Haven	CT	06510	
3047659	20110930	SOUND BANKING COMPANY	57095	MOREHEAD CITY	NC	28557	
3048487	20110930	1st Bank Yuma	57298	Yuma	AZ	85364	
3048861	20110930	United Legacy Bank	57164	Longwood	FL	32790	
3048982	20110930	Seaway Community Bank	57240	St. Clair	MI	48079	
3049514	20110930	Premier Service Bank	57059	Riverside	CA	92506	
3049635	20110930	Douglas National Bank	57230	Douglas	GA	31534	
3049699	20110930	Venture Bank	57249	Bloomington	MN	55437	
3049729	20110930	PLUS INTERNATIONAL BANK	57083	Miami	FL	33131	
3051432	20110930	Freedom National Bank	57254	Greenville	RI	02828	
3052813	20110930	CommerceWest Bank, N.A.	57176	Irvine	CA	92612	
3057818	20110930	Apollo Bank	35599	Miami	FL	33130	
3058114	20110930	COUNTRY CLUB TRUST COMPANY NA	57402	PRAIRIE VILLAGE	KS	66206	
3058329	20110930	FREDERICK COUNTY BANK	57255	FREDERICK	MD	21701	
3058619	20110930	City Bank New Mexico	57302	Ruidoso	NM	88345	
3066025	20110930	The Goldman Sachs Trust Company,N.A.	57337	Wilmington	DE	19801	
3066155	20110930	Nebraska Bankers' Bank	57331	Lincoln	NE	68508	
3067929	20110930	Town & Country Bank	57312	Las Vegas	NV	89147	
3068579	20110930	Embassy Bank for the Lehigh Valley	57228	Bethlehem	PA	18017	
3070545	20110930	UNITED COMMUNITY BANK OF WEST KENTUCKY, INC	57301	MORGANFIELD	KY	42437	
3071083	20110930	Pacific International Bank	57246	Seattle	WA	98133	
3073199	20110930	Premier Commercial Bank, N.A.	57231	Anaheim	CA	92806	
3075474	20110930	First Chatham Bank	57252	Savannah	GA	31412	
3076190	20110930	The Royal Palm Bank of Florida	57096	Naples	FL	34108	
3076220	20110930	THE BUSINESS BANK OF ST LOUIS	57358	CLAYTON	MO	63105	
3076248	20110930	Stifel Bank & Trust	57311	St. Louis	MO	63141	
3076284	20110930	UNITI BANK	57120	BUENA PARK	CA	90621	
3076453	20110930	Bank of Southern California, NA	57044	San Diego	CA	92130	
3076604	20110930	SIGNATURE BANK, NATIONAL ASSOCIATION	57269	TOLEDO	OH	436233279	
3077937	20110930	First National Bank of Baldwin County	57181	Foley	AL	36567	
3082052	20110930	Community Bank of Broward	57300	Weston	FL	333263253	
3085240	20110930	Citizens National Bank	57320	Windsor	VA	23487	
3086256	20110930	Greater Hudson Bank, N.A.	57145	Middletown	NY	10941	
3089752	20110930	Securian Trust Company, N.A.	57405	Saint Paul	MN	551012098	
3090338	20110930	Pascack Community Bank	57215	Westwood	NJ	7675	
3090833	20110930	DRAKE BANK	57336	ST PAUL	MN	55107	
3093964	20110930	Grand Bank, National Association	57274	Hamilton	NJ	08619	
3097243	20110930	Prairie Mountain Bank	57453	Great Falls	MT	59405	
3101775	20110930	Peoples Bank of Virginia	57364	Richmond	VA	23294	
3102893	20110930	Washington Business Bank	57167	Olympia	WA	98506	
3103591	20110930	UNITED BANK & TRUST NA	57391	MARSHALLTOWN	IA	50158	
3105308	20110930	Eastside Commercial Bank, N.A.	57132	Bellevue	WA	98005	
3108907	20110930	PROVIDENT MUNICIPAL BANK	57339	Montebello	NY	10901	
3109043	20110930	Bank of New Canaan	57368	New Canaan	CT	6840	
3109146	20110930	LEADER BANK, NATIONAL ASSOCIATION	57134	ARLINGTON	MA	2474	
3109584	20110930	Regal Financial Bank	57236	Seattle	WA	98104	
3110197	20110930	SouthEast Bank & Trust	57348	Athens	TN	37303	
3112070	20110930	Independence Bank N.A.	57285	Houston	TX	77040	
3116519	20110930	American Eagle Bank	57359	South Elgin	IL	60177	
3116809	20110930	Central Florida State Bank	57186	Belleview	FL	34420	
3117431	20110930	Grand Bank	57378	Dallas	TX	75248	
3118447	20110930	Affinity Bank	57264	Atlanta	GA	30328	
3120646	20110930	PATRIOT BANK	57416	MILLINGTON	TN	38053	
3120897	20110930	Heritage Bank	57548	Topeka	KS	66614	
3121045	20110930	Community National Bank	57345	Bellaire	TX	77401	
3121072	20110930	EnerBank USA	57293	Salt Lake City	UT	84106	
3121081	20110930	PCSB Commercial Bank	57232	Brewster	NY	105090417	
3121308	20110930	Community National Bank	57395	Monett	MO	65708	
3122828	20110930	INTERCONTINENTAL BANK	57214	WEST MIAMI	FL	33144	
3122994	20110930	Sanibel Captiva Community Bank	57425	Sanibel	FL	339573215	
3125137	20110930	FRANKLIN COMMUNITY BANK, NATIONAL ASSOCIATION	57259	ROCKY MOUNT	VA	24151	
3125315	20110930	HIGHLANDS COMMUNITY BANK	57420	COVINGTON	VA	24426	
3125557	20110930	Oregon Coast Bank	57373	Newport	OR	97365	
3125566	20110930	Security Business Bank of San Diego	57357	San Diego	CA	92101	
3128174	20110930	Peoples Bank	57362	Colleyville	TX	76034	
3128914	20110930	Piedmont Community Bank	57256	Gray	GA	31032	
3128923	20110930	BANK OF LINCOLN COUNTY	57396	FAYETTEVILLE	TN	37334	
3129902	20110930	Independent Bank of Texas	57476	Irving	TX	75038	
3130216	20110930	NORTHWEST COMMERCIAL BANK	57191	LAKEWOOD	WA	98499	
3130999	20110930	COMMUNITY CAPITAL BANK	57036	JONESBORO	GA	30236	
3131400	20110930	Commerce Bank of Arizona, Inc	57279	Tucson	AZ	85716	
3133011	20110930	ENTERPRISE NATIONAL BANK, N.J.	57055	KENILWORTH	NJ	7033	
3133570	20110930	Eagle Community Bank	57477	Maple Grove	MN	55369	
3134250	20110930	Summit Community Bank	57401	East Lansing	MI	48823	
3134399	20110930	Capital Bank of Texas	57495	Carrizo Springs	TX	78834	
3134698	20110930	Bank of Commerce	57491	Duncan	OK	73533	
3135097	20110930	Texas Community Bank	57431	The Woodlands	TX	77384	
3138146	20110930	Western Alliance Bank	57512	Phoenix	AZ	85016	
3138182	20110930	NEW WEST BANK	57508	GREELEY	CO	80634	
3139321	20110930	Community Bank Owatonna	57468	Owatonna	MN	55060	
3140309	20110930	West One Bank	57534	Kalispell	MT	59901	
3140822	20110930	Liberty National Bank	57505	Sioux City	IA	51106	
3141726	20110930	Forcht Bank, N.A.	57415	Lexington	KY	40509	
3142358	20110930	Bankers Trust Company	57484	Cedar Rapids	IA	52406	
3143805	20110930	Pacific Commerce Bank	57065	Los Angeles	CA	90013	
3145162	20110930	Gateway Community Bank	57275	Roscoe	IL	61073	
3145797	20110930	York Traditions Bank	57377	York	PA	174024643	
3145984	20110930	Pathfinder Commercial Bank	57497	Oswego	NY	13126	
3146150	20110930	U.S. CENTURY BANK	57369	MIAMI	FL	33172	
3148613	20110930	Commerce National Bank & Trust	57429	Winter Park	FL	32789	
3149012	20110930	The Biltmore Bank of Arizona	57479	Phoenix	AZ	85018	
3150205	20110930	Worthington National Bank	57414	Arlington	TX	760107112	
3151417	20110930	Maple Bank	57581	Champlin	MN	55316	
3153233	20110930	Metropolitan Capital Bank	57488	Chicago	IL	60611	
3153288	20110930	Xenith Bank	57487	Richmond	VA	23219	
3153297	20110930	FIRST COMMERCE BANK	57465	LEWISBURG	TN	37091	
3154780	20110930	Horizon Community Bank	57411	Lake Havasu City	AZ	86403	
3157183	20110930	Orange County Business Bank	57338	Newport Beach	CA	92660	
3158546	20110930	First Western Trust Bank	57607	Denver	CO	80202	
3160978	20110930	Integrity Bank and Trust	57587	Monument	CO	80132	
3161144	20110930	United American Bank	57447	San Mateo	CA	94401	
3165320	20110930	Georgia Commerce Bank	57521	Atlanta	GA	30339	
3165357	20110930	Community First Bank of Indiana	57511	Kokomo	IN	46901	
3165599	20110930	Country Bank	57498	Prescott	AZ	86301	
3166699	20110930	Tolleson Private Bank	57522	Dallas	TX	75205	
3166729	20110930	Cabarrus Bank & Trust	57545	Concord	NC	28026	
3167883	20110930	The Palm Bank	57456	Tampa	FL	33629	
3168563	20110930	Steele Street Bank & Trust	57575	Denver	CO	80206	
3170276	20110930	County Commerce Bank	57423	Ventura	CA	93003	
3174920	20110930	Citizens Bank & Trust	57483	Guntersville	AL	35976	
3176812	20110930	FLORIDIAN COMMUNITY BANK	57382	DAVIE	FL	33328	
3177378	20110930	Alliance Banking Company	57424	Winchester	KY	403912952	
3177426	20110930	First Capital Bank	57552	Germantown	TN	38138	
3178825	20110930	American Security Bank & Trust	57636	Hendersonville	TN	37075	
3179082	20110930	Torrey Pines Bank	57577	San DIego	CA	92130	
3179729	20110930	Affinity Bank of Pennsylvania	57478	Wyomissing	PA	19610	
3180136	20110930	Independence Bank	57379	East Greenwich	RI	2818	
3181197	20110930	Capmark Bank	57529	Salt Lake City	UT	84047	
3183584	20110930	Community National Bank of the Lakeway Area	57445	Morristown	TN	37814	
3184228	20110930	Falcon National Bank	57603	Foley	MN	56329	
3184693	20110930	Gateway Bank of PA	57615	McMurray	PA	15317	
3185485	20110930	Tidelands Bank	57594	Mt. Pleasant	SC	29464	
3185579	20110930	Clarion County Community Bank	57624	Clarion	PA	162141053	
3185896	20110930	TRINITY BANK NA	57543	FORT WORTH	TX	76107	
3187395	20110930	Willamette Community Bank	57513	Albany	OR	97321	
3187612	20110930	Arizona Bank & Trust	57620	Phoenix	AZ	85016	
3187630	20110930	Congressional Bank	57614	Bethesda	MD	20817	
3188646	20110930	Integrity Bank	57557	Camp Hill	PA	17011	
3188712	20110930	Fox River State Bank	57504	Burlington	WI	53105	
3189063	20110930	Commercial Bank of California	57417	Costa Mesa	CA	92626	
3189634	20110930	FIRST BANK OF CHARLESTON INC	57514	CHARLESTON	WV	25302	
3192960	20110930	Western National Trust Company	57638	Salt Lake City	UT	84133	
3194638	20110930	Seacoast Commerce Bank	57428	Chula Vista	CA	91910	
3194692	20110930	Traditions Bank	57554	Cullman	AL	35055	
3195064	20110930	FIRST ADVANTAGE BANK	57596	COON RAPIDS	MN	55433	
3198421	20110930	Bank of Virginia	57627	Midlothian	VA	23112	
3198980	20110930	Patriots Bank	57651	Liberty	MO	64068	
3199811	20110930	Heritage Bank of the Ozarks	57576	Lebanon	MO	65536	
3200034	20110930	Gulf Coast Community Bank	57564	Pensacola	FL	32502	
3201527	20110930	Old Harbor Bank	57537	Clearwater	FL	33759	
3201853	20110930	New City Bank	57597	Chicago	IL	60605	
3202702	20110930	OptumHealth Bank	57408	Salt Lake City	UT	84120	
3202962	20110930	Fidelity Bank	57621	Wichita Falls	TX	76308	
3203996	20110930	1st Equity Bank Northwest	57611	Buffalo Grove	IL	60089	
3204993	20110930	Capital Pacific Bank	57562	Portland	OR	97205	
3205253	20110930	Liberty Bell Bank	57524	Marlton	NJ	8053	
3205909	20110930	Colonial Virginia Bank	57630	Gloucester	VA	23061	
3206399	20110930	CALIFORNIA COMMUNITY BANK	57533	ESCONDIDO	CA	92029	
3207921	20110930	Signature Bank	57631	Minnetonka	MN	55343	
3208049	20110930	MidSouth Bank	57659	Murfreesboro	TN	37130	
3211937	20110930	Texstar National Bank	57704	Universal City	TX	78148	
3212149	20110930	UBS Bank USA	57565	Salt Lake City	UT	84111	
3212402	20110930	Pacific City Bank	57463	Los Angeles	CA	90010	
3213333	20110930	COMMUNITY BANK OF GEORGIA	57579	BAXLEY	GA	31513	
3213735	20110930	First Financial Trust & Asset Management Co NA	57757	Abilene	TX	79601	
3214059	20110930	Avidbank	57510	Palo Alto	CA	94301	
3216017	20110930	BEVERLY BANK & TRUST COMPNAY NATIONAL ASSOCIATION	57701	CHICAGO	IL	60643	
3216316	20110930	American Continental Bank	57444	City of Industry	CA	91748	
3217331	20110930	The HomeTown Bank of Alabama	57540	Oneonta	AL	35121	
3217957	20110930	Mainstreet Community Bank of Florida	57598	Deland	FL	32720	
3219175	20110930	Midtown Bank & Trust Company	57580	Atlanta	GA	303081139	
3219214	20110930	San Diego Trust Bank	57608	San Diego	CA	92103	
3220500	20110930	Peston State Bank	57650	Dallas	TX	75248	
3220863	20110930	Continental Bank	57571	Salt Lake City	UT	84101	
3221468	20110930	VERITEX COMMUNITY BANK, National Association	57665	Dallas	TX	75231	
3223305	20110930	1st State Bank	57626	Saginaw	MI	48604	
3223408	20110930	Homeland Community Bank	57632	McMinnville	TN	37110	
3223417	20110930	Gateway Bank	57644	Mendota Heights	MN	55118	
3224302	20110930	First Southwest Bank	57741	Alamosa	CO	81101	
3224375	20110930	Golden State Bank	57585	Upland	CA	91786	
3224478	20110930	Heritage Community Bank	57656	Greeneville	TN	37745	
3224580	20110930	World Financial Capital Bank	57570	Salt Lake City	UT	84121	
3227442	20110930	Commerce National Bank	57566	Newport Beach	CA	92660	
3228908	20110930	Medallion Bank	57449	Salt Lake City	UT	84121	
3229875	20110930	FIRST NATIONAL TRUST COMPANY	57793	HERMITAGE	PA	16148	
3232204	20110930	FIRST COMMUNITY BANK	57903	SANTA ROSA	CA	94501	
3232370	20110930	First National Bank of Decatur County	57694	Bainbridge	GA	39819	
3235410	20110930	Santa Cruz County Bank	57591	Santa Cruz	CA	950622305	
3235689	20110930	American Trust Bank of East Tennessee	57689	Knoxville	TN	37919	
3242575	20110930	American Enterprise Bank of Florida	57709	Jacksonville	FL	32256	
3243282	20110930	Summit Bank	57706	Eugene	OR	97401	
3247589	20110930	Redwood Capital Bank	57610	Eureka	CA	95501	
3247598	20110930	1st Century Bank, N.A.	57657	Los Angeles	CA	90067	
3248849	20110930	MainStreet Bank	57742	Herndon	VA	20170	
3251081	20110930	The Connecticut Bank and Trust Company	57690	Hartford	CT	061033901	
3252510	20110930	Beach Business Bank	57678	Manhattan Beach	CA	902662436	
3253571	20110930	WashingtonFirst Bank	57696	Washington	DC	20036	
3253834	20110930	Lakeview Bank	57785	Lakeville	MN	550444719	
3254297	20110930	Bank Of Walker County	57640	Jasper	AL	35501	
3255098	20110930	Brazos Valley Bank, NA	57693	College Station	TX	77845	
3258286	20110930	Century Bank	57720	Eugene	OR	97401	
3259171	20110930	Community Bank, Austin	57801	Austin	MN	55912	
3261549	20110930	Mountain 1st Bank & Trust Company	57763	Hendersonville	NC	28792	
3262788	20110930	CedarStone Bank	57684	Lebanon	TN	37087	
3263833	20110930	First Community Bank of Joliet	57681	Joliet	IL	60435	
3265257	20110930	Mountain Valley Community Bank	57711	Cleveland	GA	30528	
3266487	20110930	Flint River National Bank	57786	Camilla	GA	31730	
3266825	20110930	MERCANTIL COMMERCEBANK TRUST COMPANY, N.A.	57852	Coral Gables	FL	33134	
3267738	20110930	Valliance Bank	57841	Oklahoma City	OK	73118	
3268173	20110930	EMIGRANT MERCANTILE BANK	57834	NEW YORK	NY	10017	
3268249	20110930	Greene County Commercial Bank	57710	Catskill	NY	12414	
3269590	20110930	Sovereign Bank	57787	Dallas	TX	75252	
3269844	20110930	LONE SUMMIT BANK	57842	LAKE LOTAWANA	MO	64086	
3269974	20110930	Emerald Bank	57550	Dublin	OH	43017	
3270046	20110930	VISIONBank	57892	Fargo	ND	58103	
3271007	20110930	First America Bank	57722	Bradenton	FL	34205	
3271799	20110930	Meridian Bank	57777	Devon	PA	19333	
3271986	20110930	Timberline Bank	57857	Grand Junction	CO	81505	
3272956	20110930	Peoples Community National Bank	57686	Bremen	GA	30110	
3274709	20110930	COASTALSTATES BANK	57756	HILTON HEAD ISLAND	SC	29928	
3274772	20110930	Post Oak Bank, N.A.	57729	Houston	TX	77027	
3275939	20110930	National Bank of Commerce	57764	Birmingham	AL	35209	
3276543	20110930	Alliance Bank & Trust	57733	Gastonia	NC	28053	
3277241	20110930	Empire State Bank	57672	Newburgh	NY	12550	
3277876	20110930	GREAT FLORIDA BANK	57719	Miami Lakes	FL	33016	
3277988	20110930	Penn Liberty Bank	57844	Wayne	PA	19087	
3278547	20110930	HarVest Bank of Maryland	57766	Gaithersburg	MD	20877	
3280335	20110930	North Texas Bank, N.A.	57817	Decatur	TX	76234	
3280625	20110930	PROVIDENCE BANK LLC	57754	SOUTH HOLLAND	IL	604732326	
3281293	20110930	Select Bank & Trust Company	57783	Greenville	NC	27858	
3281510	20110930	Bay Commercial Bank	57716	Walnut Creek	CA	94596	
3282012	20110930	PEOPLESTRUST BANK	57569	HAMILTON	AL	35570	
3282021	20110930	First Madison Bank & Trust	57898	Colbert	GA	30628	
3282692	20110930	First Sound Bank	57799	Seattle	WA	98104	
3282852	20110930	Howard Bank	57776	Ellicott City	MD	21043	
3283372	20110930	Mother Lode Bank	57637	Sonora	CA	95370	
3283765	20110930	Indiana Business Bank	57713	Indianapolis	IN	46240	
3284070	20110930	Ally BANK	57803	MIDVALE	UT	84047	
3284100	20110930	Maryland Financial Bank	57821	Towson	MD	21204	
3284397	20110930	Beal Bank USA	57833	Las Vegas	NV	89134	
3284445	20110930	T Bank, N.A.	57703	Dallas	TX	75248	
3284490	20110930	Sterling Bank	57813	Poplar Bluff	MO	63901	
3284780	20110930	PINNACLE BANK	11256	Rogers	AR	72758	
3285246	20110930	FIRST STATE BANK	57910	NASHUA	IA	50658	
3285778	20110930	Nantahala Bank & Trust Company	57784	Franklin	NC	28734	
3286999	20110930	Bank of Grove	57915	Grove	OK	74344	
3287503	20110930	BUCKS COUNTY BANK	57804	DOYLESTOWN	PA	18901	
3287660	20110930	Toyota Financial Savings Bank	57542	Henderson	NV	890747132	
3288452	20110930	Paragon National Bank	57874	Memphis	TN	38119	
3288742	20110930	LAKE NATIONAL BANK	57879	MENTOR	OH	440605874	
3290231	20110930	HIGHLAND COMMERCIAL BANK	57732	MARIETTA	GA	30064	
3290240	20110930	Nashville Bank and Trust Company	57825	Nashville	TN	37205	
3293540	20110930	Pacific Valley Bank	57740	Salinas	CA	93901	
3293746	20110930	Hometown Community Bank	57928	Braselton	GA	30517	
3294583	20110930	Hamilton State Bank	57810	Hoschton	GA	30548	
3295320	20110930	Independence Bank	57688	Newport Beach	CA	92660	
3296149	20110930	Target Bank	57769	Salt Lake City	UT	84111	
3296859	20110930	One World Bank	57901	Dallas	TX	752290819	
3297490	20110930	Texas Brand Bank	57922	Garland	TX	75042	
3299168	20110930	Palmetto Heritage Bank & Trust	57880	Pawleys Island	SC	29585	
3299814	20110930	NewDominion Bank	57888	Charlotte	NC	28204	
3301641	20110930	Patriot Bank	57789	Trinity	FL	34655	
3301865	20110930	Bank of Michigan	57861	Farmington Hills	MI	48334	
3302312	20110930	Bank of Santa Clarita	57816	Santa Clarita	CA	91355	
3303298	20110930	RBS Citizens, National Association	57957	Providence	RI	02903	
3303917	20110930	Rockford Bank & Trust	57927	Rockford	IL	61101	
3303944	20110930	Pacific West Bank	57872	West Linn	OR	97068	
3303953	20110930	Pioneer Commercial Bank	57849	Troy	NY	12180	
3304428	20110930	Gold Canyon Bank	58066	Gold Canyon	AZ	85118	
3306280	20110930	Legacy National Bank	57953	Springdale	AR	72766	
3306299	20110930	Georgia Trust Bank	57847	Buford	GA	305198711	
3306598	20110930	United Citizens Bank of Southern Kentucky	57867	Columbia	KY	42728	
3307410	20110930	Western National Bank	57917	Phoenix	AZ	85016	
3308145	20110930	Thurston First Bank	57862	Olympia	WA	985077877	
3308314	20110930	The Bank of Oswego	57877	Lake Oswego	OR	97034	
3308471	20110930	FRANKLIN COUNTY UNITED BANK	57851	DECHERD	TN	37324	
3308529	20110930	Bank of Bozeman	57952	Bozeman	MT	59718	
3308574	20110930	Superior Bank	57884	Hazelwood	MO	63042	
3309393	20110930	1st Trust Bank	57869	Hazard	KY	41701	
3309571	20110930	Prime Alliance Bank	57920	Woods Cross	UT	84087	
3310287	20110930	Bessemer Trust Company of Delaware, N.A.	58011	Wilmington	DE	19801	
3312124	20110930	VisionBank	58000	Topeka	KS	66603	
3313943	20110930	ReconTrust Company, National Association	58026	Simi Valley	CA	93063	
3314043	20110930	First Resource Bank	58039	Savage	MN	55378	
