"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
2619714	34566	0	0	81518773	ALLIANCE BANK	217 NORTH KINGSHIGHWAY 	CAPE GIRARDEAU	MO	63701	041	2015-09-23T13:26:51
2619732	34611	0	0	82908599	COMMUNITY FIRST BANK	200 EAST RIDGE 	HARRISON	AR	72601	041	2015-01-22T17:17:48
2621285	34460	0	16720	62206279	COVENANT BANK	7924 PARKWAY DR 	LEEDS	AL	35094	041	2015-02-13T15:13:14
2621940	34666	0	0	101114769	COMMUNITY BANK, THE	2320 NORTH KANSAS 	LIBERAL	KS	67901	041	2015-02-27T10:53:25
2624400	34681	23574	0	71925787	CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION	70 NORTH WILLIAMS STREET 	CRYSTAL LAKE	IL	60014	041	2015-01-30T16:02:46
2625724	34319	23081	0	113024009	SOUTHWESTERN NATIONAL BANK	6901 CORPORATE DRIVE 	HOUSTON	TX	77036	041	2015-01-28T16:18:09
2626794	34573	0	0	122105634	FOOTHILLS BANK, THE	11689 SOUTH FOOTHILLS BOULEVARD 	YUMA	AZ	85367	041	2015-01-28T13:32:45
2631172	10383	0	0	91800316	STATE BANK FINANCIAL	401 MAIN STREET 	LA CROSSE	WI	54601	041	2015-01-28T13:56:19
2631314	34620	0	16373	63114328	PLATINUM BANK	802 WEST LUMSDEN ROAD 	BRANDON	FL	33511	041	2015-01-29T12:54:34
2631323	34565	0	0	26013136	VICTORY STATE BANK	4142 HYLAN BOULEVARD 	STATEN ISLAND	NY	10308	041	2015-01-29T10:02:27
2631846	34836	0	0	96016930	NORTH AMERICAN BANKING COMPANY	2230 ALBERT STREET 	ROSEVILLE	MN	55113	041	2015-01-29T18:42:10
2634191	30788	0	0	292970825	GLACIER BANK	49 COMMONS LOOP 	KALISPELL	MT	59901	041	2015-01-29T18:30:46
2634351	34618	0	16108	72413845	MACATAWA BANK	10753 MACATAWA DRIVE 	HOLLAND	MI	49424	041	2015-01-30T12:22:54
2641827	34732	23421	0	0	NEW COVENANT TRUST COMPANY, NATIONAL ASSOCIATION	200 EAST 12TH STREET, SUITE B 	JEFFERSONVILLE	IN	47130	041	2015-03-31T15:46:45
2642598	34627	0	0	125108463	COMMUNITY FIRST BANK	6401 WEST CLEARWATER AVENUE 	KENNEWICK	WA	99336	041	2015-06-26T19:16:24
2643595	34585	0	15069	125184610	PACIFIC CREST SAVINGS BANK	3500 188TH STREET SOUTHWEST, SUITE 575 	LYNNWOOD	WA	98037	041	2015-01-30T17:49:22
2648376	34727	23603	0	101218801	HOMETOWN BANK, NATIONAL ASSOCIATION	312 WEST CENTRAL 	CARTHAGE	MO	64836	041	2015-01-28T13:23:47
2649122	34726	0	0	107006541	NEW MEXICO BANK & TRUST	320 GOLD STREET SW 	ALBUQUERQUE	NM	87102	041	2015-01-28T16:56:07
2649177	34599	0	0	124084627	PITNEY BOWES BANK INC., THE	1245 EAST BRICKYARD ROAD, SUITE 250 	SALT LAKE CITY	UT	84106	041	2015-01-27T09:41:41
2650333	34702	0	16311	63114425	PEOPLES STATE BANK	350 SW MAIN BOULEVARD 	LAKE CITY	FL	32025	041	2015-01-28T09:22:45
2651899	34478	23323	0	53012906	CEDAR HILL NATIONAL BANK	9401 SOUTHERN PINE BLVD., SUITE P 	CHARLOTTE	NC	28273	041	2015-04-01T08:20:48
2652092	34742	0	16943	55003298	EAGLEBANK	7815 WOODMONT AVENUE 	BETHESDA	MD	20814	041	2015-01-30T16:48:04
2654818	34777	0	15810	65405226	UNITED COMMUNITY BANK	12328 HIGHWAY 44 	GONZALES	LA	70737	041	2015-01-28T15:07:55
2654911	34507	714225	14225	0	PRINCIPAL BANK	616 10TH STREET 	DES MOINES	IA	50309	041	2015-01-30T09:28:52
2655495	34683	0	15272	63114360	COMMUNITY BANK AND TRUST OF FLORIDA	1603 SOUTHWEST 19TH AVENUE 	OCALA	FL	34471	041	2015-03-11T14:46:15
2657855	34591	0	0	111924075	STAR BANK OF TEXAS	3930 BOAT CLUB ROAD 	FORT WORTH	TX	76135	041	2015-01-29T16:55:56
2661861	34685	0	0	123206736	PEOPLE'S BANK OF COMMERCE	1311 EAST BARNETT ROAD SUITE 101 	MEDFORD	OR	97504	041	2015-01-28T18:12:55
2666400	34728	0	0	84008426	INDEPENDENT BANK	5050 POPLAR AVENUE, SUITE 2200 	MEMPHIS	TN	38157	041	2015-02-13T17:14:06
2667920	34813	23604	0	91450164	U.S. BANK TRUST NATIONAL ASSOCIATION SD	141 NORTH MAIN AVENUE 	SIOUX FALLS	SD	57104	041	2015-01-30T14:09:38
2667939	34719	0	0	101114772	FARMERS & MERCHANTS BANK OF COLBY	240 WEST FOURTH 	COLBY	KS	67701	041	2015-01-15T16:16:58
2667957	34811	23645	0	104913970	NEBRASKALAND NATIONAL BANK	1400 SOUTH DEWEY 	NORTH PLATTE	NE	69101	041	2015-01-28T11:29:55
2668598	34760	0	0	41215498	PORTAGE COMMUNITY BANK	1311 EAST MAIN STREET 	RAVENNA	OH	44266	041	2015-12-07T13:40:41
2678449	34669	0	0	111993747	SYNERGY BANK, S.S.B.	8951 SYNERGY DRIVE SUITE 100	MCKINNEY	TX	75070	041	2015-04-28T10:19:28
2683014	34733	0	16251	56008849	CARDINAL BANK	8270 GREENSBORO DR, SUITE 500 	MC LEAN	VA	22102	041	2015-03-04T13:57:51
2684552	34606	0	0	103189394	AMERICAN BANK OF OKLAHOMA	200 EAST MAIN STREET 	COLLINSVILLE	OK	74021	041	2015-04-07T10:54:33
2686211	34259	0	0	31207694	CROWN BANK	801 ASBURY AVENUE 	OCEAN CITY	NJ	08226	041	2015-04-29T13:38:26
2686529	34988	23623	0	103050151	INVESTRUST NATIONAL ASSOCIATION	5101 NORTH CLASSEN BOULEVARD, SUITE 620 	OKLAHOMA CITY	OK	73118	041	2015-02-12T15:22:05
2687133	34849	0	15752	73922652	PREMIER BANK	2625 NORTH WEST ARTERIAL 	DUBUQUE	IA	520020420	041	2015-01-28T12:52:17
2687487	34535	23363	0	63114357	TCM BANK, NATIONAL ASSOCIATION	2701 NORTH ROCKY POINT DRIVE SUTIE 660, ISLAND CENTER	TAMPA	FL	33607	041	2015-01-29T14:53:18
2689128	34721	0	0	81225804	BANK OF LAWRENCE COUNTY, THE	100 EAST STATE STREET 	BRIDGEPORT	IL	62417	041	2015-01-30T12:07:16
2692753	34837	0	0	51504571	PREMIER BANK, INC.	2883 FIFTH AVENUE 	HUNTINGTON	WV	25702	041	2015-07-14T15:29:49
2693264	34717	0	0	75917843	TOWN BANK	850 WEST NORTH SHORE DRIVE 	HARTLAND	WI	53029	041	2015-01-30T16:42:52
2694681	34656	23521	0	113024106	AMERICAN FIRST NATIONAL BANK	9999 BELLAIRE 	HOUSTON	TX	77036	041	2015-01-30T12:23:42
2694944	34930	0	0	101114798	ALLIANCE BANK	3001 SOUTHWEST WANAMAKER ROAD 	TOPEKA	KS	66614	041	2015-02-11T17:29:45
2696180	34752	0	0	81925816	FIRST COMMUNITY BANK OF HILLSBORO	807 SOUTH MAIN STREET 	HILLSBORO	IL	62049	041	2015-01-29T16:50:54
2697963	34352	22968	15879	54001686	CITY FIRST BANK OF D.C., NATIONAL ASSOCIATION	1432 U STREET NW 	WASHINGTON	DC	20009	041	2015-03-24T15:59:53
2700984	34697	0	0	124084643	WEX BANK	7090 UNION PARK CENTER, SUITE 350 	MIDVALE	UT	84047	031	2015-01-30T10:09:18
2702764	34857	0	16785	73922678	COMMUNITY BANK OF OELWEIN	150 1ST STREET SOUTH EAST 	OELWEIN	IA	50662	041	2015-01-13T11:21:26
2705112	34686	0	0	73972110	CHARTER BANK	5526 NORTHWEST 86TH STREET 	JOHNSTON	IA	50131	041	2015-01-28T23:01:09
2705895	34699	0	0	26013356	METROPOLITAN COMMERCIAL BANK	99 PARK AVE FL 4 	NEW YORK	NY	10016	041	2015-01-30T13:49:04
2708122	34755	23616	0	51408868	VIRGINIA NATIONAL BANK	222 EAST MAIN STREET 	CHARLOTTESVILLE	VA	22902	041	2015-01-30T11:21:08
2710554	34747	0	0	63114412	HILLSBORO BANK	509 WEST ALEXANDER STREET 	PLANT CITY	FL	33563	041	2015-01-29T14:59:22
2713555	34774	0	15898	53207944	SOUTHCOAST COMMUNITY BANK	530 JOHNNIE DODDS BLVD 	MOUNT PLEASANT	SC	29464	041	2015-01-29T15:54:12
2713920	33785	24627	0	52003479	1919 INVESTMENT COUNSEL & TRUST COMPANY, NATIONAL ASSOCIATION	100 INTERNATIONAL DRIVE, 5TH FLOOR 	BALTIMORE	MD	21202	041	2015-07-01T13:56:26
2714217	34713	0	0	121142779	BANK OF SACRAMENTO	1750 HOWE STREET, SUITE 100 	SACRAMENTO	CA	95825	041	2015-02-05T14:03:29
2716088	34803	0	15471	65405242	RESOURCE BANK	70533 HIGHWAY 21 	COVINGTON	LA	70433	041	2015-01-29T14:22:20
2716163	34791	0	0	125108476	FIFE COMMERCIAL BANK	5209 PACIFIC HIGHWAY EAST 	FIFE	WA	98424	041	2015-01-23T13:07:32
2716547	34723	715018	15018	81086700	TIAA-CREF TRUST COMPANY FSB	211 NORTH BROADWAY, SUITE 1000 	SAINT LOUIS	MO	63102	041	2015-05-29T15:27:31
2716828	34887	0	0	84008646	FIRST COMMUNITY BANK OF EASTERN ARKANSAS	205 BLOCK STREET 	MARION	AR	72364	041	2015-01-30T09:50:24
2717012	34940	0	0	122242869	PACIFIC MERCANTILE BANK	949 SOUTH COAST DRIVE, SUITE 105 	COSTA MESA	CA	92626	041	2015-03-31T18:40:40
2718345	34945	0	16885	51408910	MONARCH BANK	750 VOLVO PARKWAY 	CHESAPEAKE	VA	23320	041	2015-01-30T16:02:14
2718596	34778	0	16551	71925826	FIRST TRUST BANK OF ILLINOIS	275 EAST COURT STREET 	KANKAKEE	IL	60901	041	2015-01-29T13:54:32
2719427	35007	24749	0	113024164	GREEN BANK, NATIONAL ASSOCIATION	4000 GREENBRIAR STREET 	HOUSTON	TX	770985204	041	2015-01-30T18:02:08
2719810	35063	23690	0	271250090	CHICAGO TRUST COMPANY, N. A., THE	727 NORTH BANK LANE 	LAKE FOREST	IL	60045	041	2015-01-29T11:06:45
2721103	34862	0	0	72413900	BANK OF HOLLAND, THE	150 CENTRAL AVENUE 	HOLLAND	MI	49423	041	2015-02-06T10:35:35
2721176	34937	0	15525	84074395	MAGNA BANK	6525 QUAIL HOLLOW 	MEMPHIS	TN	38120	041	2015-01-28T11:16:07
2721765	34832	23658	15772	67014453	LANDMARK BANK, N.A.	2600 EAST COMMERCIAL BLVD. 	FORT LAUDERDALE	FL	33308	041	2015-02-24T09:57:39
2722173	34858	0	0	11110617	BANKERS BANK NORTHEAST	43 WESTERN BOULEVARD, SUITE 125 	GLASTONBURY	CT	06033	041	2015-01-30T12:40:58
2723068	34689	0	0	121142737	VALLEY COMMUNITY BANK	465 MAIN STREET 	PLEASANTON	CA	94566	041	2015-01-23T19:08:18
2723376	34748	714961	14961	74971893	CLEARPOINT FEDERAL BANK & TRUST	ONE FORETHOUGHT CENTER 	BATESVILLE	IN	47006	041	2015-01-30T16:16:16
2724757	34986	0	0	81018833	FRONTENAC BANK	3330 RIDER TRAIL SOUTH DRIVE 	EARTH CITY	MO	63045	041	2015-02-13T11:33:01
2724766	35094	0	0	81518333	COMMUNITY BANK OF MEMPHIS	112 EAST MADISON 	MEMPHIS	MO	63555	041	2015-01-15T12:51:54
2726050	34995	0	0	104113990	FIRST CENTRAL BANK MCCOOK	904 NORTH HIGHWAY 83 	MCCOOK	NE	69001	041	2015-01-26T17:44:07
2726416	34985	0	0	101114840	UNIVERSITY BANK	1206 SOUTH BROADWAY 	PITTSBURG	KS	66762	041	2015-05-07T17:39:48
2727431	34677	23563	15418	61219584	ATLANTIC NATIONAL BANK	710 GLOUCESTER STREET 	BRUNSWICK	GA	31520	041	2015-03-03T14:39:41
2728661	34812	0	15629	53207957	GRANDSOUTH BANK	381 HALTON ROAD 	GREENVILLE	SC	29607	041	2015-03-02T13:14:11
2728746	34652	714725	14725	67092064	HOME FEDERAL BANK OF HOLLYWOOD	900 NORTH FEDERAL HIGHWAY 	HALLANDALE BEACH	FL	33009	041	2015-01-30T09:22:02
2729677	34710	714970	14970	44072324	NATIONWIDE BANK	ONE NATIONWIDE PLAZA 	COLUMBUS	OH	43215	041	2015-02-13T12:53:19
2730431	34786	0	0	43318500	ENTERPRISE BANK	4091 MOUNT ROYAL BOULEVARD 	ALLISON PARK	PA	15101	041	2016-01-04T16:33:35
2731876	34897	0	16824	65306079	BANK OF JONES COUNTY	1808 HIGHWAY 84 WEST 	LAUREL	MS	39440	041	2015-01-28T16:45:55
2732565	34973	0	0	73922681	PEOPLES SAVINGS BANK	400 EAST IOWA AVENUE 	INDIANOLA	IA	50125	041	2015-01-27T16:00:59
2733263	34955	24369	0	71108834	AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION	4301 EAST 53RD STREET 	DAVENPORT	IA	52807	041	2015-01-29T11:17:21
2733348	34869	0	16098	63114506	FLORIDA CITIZENS BANK	3919 WEST NEWBERRY ROAD 	GAINESVILLE	FL	32607	041	2015-01-29T10:01:09
2734729	34788	0	0	122042807	AMERICAN BUSINESS BANK	523 WEST 6TH STREET, SUITE 900 	LOS ANGELES	CA	90014	041	2015-01-30T21:23:54
2735137	35031	0	16271	73922704	FREEDOM FINANCIAL BANK	1255 JORDAN CREEK PARKWAY 	WEST DES MOINES	IA	50266	041	2015-01-28T16:13:19
2735146	34775	715115	15115	63000225	EVERBANK	501 RIVERSIDE AVE 	JACKSONVILLE	FL	32202	041	2015-03-04T13:50:41
2735173	34957	0	0	72413939	CLARKSTON STATE BANK	15 SOUTH MAIN STREET 	CLARKSTON	MI	48346	041	2015-01-30T14:22:40
2735324	34944	0	0	72413942	COMMUNITY SHORES BANK	1030 WEST NORTON AVENUE 	MUSKEGON	MI	49441	041	2016-04-15T14:55:30
2736219	34781	0	0	124384657	TRANSPORTATION ALLIANCE BANK, INC. DBA TAB BANK	4185 HARRISON BOULEVARD, SUITE 200 	OGDEN	UT	84403	041	2015-01-29T17:15:02
2736291	34967	0	0	26008811	BANCO POPULAR NORTH AMERICA	11 WEST 51ST STREET 	NEW YORK	NY	10019	041	2015-03-02T15:45:31
2736451	34890	0	0	51408897	NEW PEOPLES BANK, INC.	53 COMMERCE DRIVE 	HONAKER	VA	24260	041	2015-01-30T16:54:16
2736714	34805	0	0	122242791	MISSION BANK	1330 TRUXTUN AVENUE 	BAKERSFIELD	CA	93301	041	2015-01-29T12:46:22
2737775	34941	0	16872	63014499	JACKSONVILLE BANK, THE	100 NORTH LAURA STREET 	JACKSONVILLE	FL	32202	041	2015-01-30T11:27:24
2737980	34953	0	16407	72413926	NORTHPOINTE BANK	3333 DEPOSIT DRIVE NE 	GRAND RAPIDS	MI	49546	041	2015-01-29T11:56:54
2742153	34802	0	0	51408907	FIRST CAPITAL BANK	11001 WEST BROAD STREET 	GLEN ALLEN	VA	23060	041	2015-02-11T09:38:29
2743244	34980	0	16172	65205264	RED RIVER BANK	1412 CENTRE COURT DRIVE SUITE 101	ALEXANDRIA	LA	71301	041	2015-01-27T12:59:47
2744782	34934	0	15790	53174048	LITTLE BANK, SSB, THE	1101 WEST VERNON AVENUE 	KINSTON	NC	28501	041	2015-01-29T11:19:49
2745426	34936	0	16144	64108443	LEGENDS BANK	310 NORTH FIRST STREET 	CLARKSVILLE	TN	37040	041	2015-01-29T15:22:22
2745529	34799	715054	15054	0	THRIVENT TRUST CO.	4321 NORTH BALLARD ROAD 	APPLETON	WI	54919	041	2015-01-21T14:04:44
2746245	34938	0	0	84206082	COMMERCE BANK	306 SOUTH CASS STREET 	CORINTH	MS	38834	041	2015-01-22T11:08:02
2746263	35028	23681	0	116324201	FIRSTCAPITAL BANK OF TEXAS,N.A.	310 WEST WALL STREET, SUITE 1200 	MIDLAND	TX	79701	041	2015-01-23T13:45:02
2747242	34993	0	0	75917869	BUSINESS BANK, THE	5643 WATERFORD LANE 	APPLETON	WI	54913	041	2015-01-21T17:48:06
2747279	35060	0	0	44215521	SETTLERS BANK	115 THIRD STREET 	MARIETTA	OH	45750	041	2015-03-31T12:29:02
2747466	8274	0	0	81503814	EXCHANGE BANK OF NORTHEAST MISSOURI	249 NORTH MORGAN STREET 	KAHOKA	MO	63445	041	2015-01-22T12:01:08
2747587	35014	23748	0	101014869	NATIONAL BANK OF KANSAS CITY	10700 NALL AVE 	OVERLAND PARK	KS	66211	041	2015-01-30T10:49:38
2748502	34978	0	16173	65405297	SYNERGY BANK	210 SYNERGY CENTER BOULEVARD 	HOUMA	LA	70360	041	2015-02-05T14:23:59
2749059	35172	0	0	91205283	BOUNDARY WATERS BANK	601 EAST SHERIDAN STREET 	ELY	MN	55731	041	2015-04-22T13:14:44
2750699	34903	0	16063	53112259	BANK OF THE CAROLINAS	135 BOXWOOD VILLAGE DR 	MOCKSVILLE	NC	27028	041	2015-01-30T18:42:04
2751007	35022	0	0	83908255	CITIZENS FIRST BANK, INC.	1805 CAMPBELL LANE 	BOWLING GREEN	KY	42104	041	2015-01-28T16:38:23
2753588	34866	0	16653	62206305	RELIANCE BANK	112 NORTH JEFFERSON STREET 	ATHENS	AL	35611	041	2015-01-28T13:32:53
2753917	35103	0	0	124103841	IDAHO TRUST BANK	888 WEST BROAD STREET 	BOISE	ID	83702	041	2015-01-29T14:54:34
2754222	34860	715223	15223	53174051	NEW REPUBLIC SAVINGS BANK	420 BECKER DRIVE 	ROANOKE RAPIDS	NC	27870	041	2015-01-30T08:38:30
2754389	35077	0	0	31918569	STONEBRIDGE BANK	605 WILLOWBROOK LANE 	WEST CHESTER	PA	193825554	041	2015-01-26T10:15:47
2756730	34784	0	0	111105302	COMMERCIAL CAPITAL BANK	311 BROADWAY 	DELHI	LA	71232	041	2015-01-26T12:24:13
2756767	35043	0	16464	75972134	SUNSET BANK & SAVINGS	521 WEST SUNSET DRIVE 	WAUKESHA	WI	53189	041	2015-01-29T16:32:22
2756909	34876	23664	0	21113251	CONNECTICUT COMMUNITY BANK, NATIONAL ASSOCIATION	1495 POST ROAD EAST 	WESTPORT	CT	06880	041	2015-04-23T11:13:38
2757205	34603	0	0	51504597	MVB BANK, INC.	301 VIRGINIA AVE 	FAIRMONT	WV	26554	041	2015-04-15T13:23:09
2757951	35199	23689	0	11350040	CAMBRIDGE APPLETON TRUST, N.A.	ONE POST OFFICE SQUARE 5TH FLOOR 	BOSTON	MA	02109	041	2015-01-29T13:49:16
2758024	34982	0	0	84008468	LANDMARK COMMUNITY BANK	1015 WEST POPLAR AVENUE 	COLLIERVILLE	TN	38017	041	2015-01-29T16:21:02
2758613	34607	0	0	74014187	FIRST INTERNET BANK OF INDIANA	8888 KEYSTONE CROSSING #1700 	INDIANAPOLIS	IN	46240	041	2015-01-29T12:04:08
2759629	34918	23692	0	111324293	FIRST NATIONAL BANK OF HEREFORD, THE	301 W THIRD ST 	HEREFORD	TX	790455321	041	2015-01-30T17:18:26
2760102	35005	0	16610	65405284	COASTAL COMMERCE BANK	1300 WEST TUNNEL BOULEVARD 	HOUMA	LA	70360	041	2015-01-23T16:32:36
2760232	35111	0	0	51409029	VILLAGE BANK	13531 MIDLOTHIAN TURNPIKE 	MIDLOTHIAN	VA	23113	041	2015-01-30T13:17:52
2761967	35067	0	16136	71925884	FIRST PERSONAL BANK	14701 RAVINIA AVENUE 	ORLAND PARK	IL	60462	041	2015-01-29T11:04:17
2764212	34888	0	0	31207814	PARKE BANK	601 DELSEA DRIVE 	SEWELL	NJ	08080	041	2015-01-30T11:53:20
2764258	35011	23712	0	26013291	INTERVEST NATIONAL BANK	1 ROCKEFELLER PLAZA, SUITE 400 	NEW YORK	NY	10020	041	2015-02-05T10:18:15
2765602	34899	0	16837	63114577	FIRST CITRUS BANK	10824 NORTH DALE MABRY HIGHWAY 	TAMPA	FL	33618	041	2015-02-05T11:09:55
2765611	34776	0	15965	67014466	GRAND BANK & TRUST OF FLORIDA	2055 PALM BEACH LAKES 	WEST PALM BEACH	FL	33409	041	2015-01-22T13:40:34
2769570	35084	0	0	82908706	PETIT JEAN STATE BANK	707 NORTH ST. JOSEPH STREET 	MORRILTON	AR	72110	041	2015-01-30T12:54:08
2769589	35123	0	0	81018888	RELIANCE BANK	11781 MANCHESTER ROAD 	DES PERES	MO	63131	041	2015-03-09T11:43:37
2769954	34662	23547	16652	61119642	NORTH GEORGIA NATIONAL BANK	350 WEST BELMONT DRIVE 	CALHOUN	GA	30701	041	2015-01-27T08:59:03
2769972	35058	0	0	42108261	FIRST GUARANTY BANK	36 MAIN STREET 	MARTIN	KY	41649	041	2015-01-27T21:38:23
2771694	34997	0	16811	63114551	FIRST HOME BANK	9190 SEMINOLE BLVD. 	SEMINOLE	FL	33772	041	2015-01-30T16:31:34
2773867	34942	0	0	31207827	HOPEWELL VALLEY COMMUNITY BANK	4 ROUTE 31 SOUTH 	PENNINGTON	NJ	08534	041	2015-01-26T12:45:17
2774707	34619	0	0	73922788	ITS BANK	6700 PIONEER PARKWAY 	JOHNSTON	IA	50131	041	2015-01-22T14:12:42
2775151	35029	23752	16209	61219694	AB&T NATIONAL BANK	2815 MEREDYTH DRIVE 	ALBANY	GA	31707	041	2016-11-17T12:23:54
2775179	35020	0	17644	65205329	COMMUNITY FIRST BANK	535 JEFFERSON TERRACE 	NEW IBERIA	LA	70560	041	2015-01-26T09:43:35
2775692	35118	0	0	101114879	COMMUNITY BANK OF WICHITA, INC.	11330 EAST 21ST STREET 	WICHITA	KS	67206	041	2015-01-14T16:01:58
2781152	34977	0	0	44072243	ARLINGTON BANK, THE	2130 TREMONT CENTER 	UPPER ARLINGTON	OH	43221	041	2015-01-30T12:15:22
2785477	34759	0	0	36018516	ASIAN BANK	913 ARCH STREET 	PHILADELPHIA	PA	19107	041	2015-01-26T15:35:49
2785646	8252	0	0	86518891	OLD MISSOURI BANK	3570 SOUTH NATIONAL 	SPRINGFIELD	MO	65807	041	2015-01-28T12:33:13
2787770	35207	0	17006	51409016	BANK OF THE JAMES	828 MAIN STREET 	LYNCHBURG	VA	24504	041	2015-05-12T11:36:13
2788656	35015	23730	0	114024260	LONE STAR CAPITAL BANK, NATIONAL ASSOCIATION	150 N LOOP 1604 E 	SAN ANTONIO	TX	78232	041	2015-10-26T14:16:38
2791076	34948	0	16894	63114564	CORNERSTONE COMMUNITY BANK	6300 4TH STREET NORTH 	SAINT PETERSBURG	FL	33702	041	2015-04-25T13:42:48
2791085	34643	0	0	67014592	SOFISA BANK OF FLORIDA	14095 SOUTH DIXIE HIGHWAY 	MIAMI	FL	33176	041	2015-01-28T20:19:39
2791517	35169	0	0	71125914	STATE BANK	1718 SOUTH DIRCK DRIVE 	FREEPORT	IL	61032	041	2015-01-29T16:28:54
2793593	34847	0	17251	64208453	SOUTHERN BANK OF TENNESSEE	1499 NORTH MOUNT JULIET ROAD 	MOUNT JULIET	TN	37122	041	2015-01-23T14:47:14
2794732	35241	0	0	53905877	SOUTH CAROLINA COMMUNITY BANK	1545 SUMTER STREET 	COLUMBIA	SC	292012829	041	2015-06-22T10:58:57
2796277	35075	0	0	36018587	PHILADELPHIA TRUST COMPANY, THE	1735 MARKET STREET 	PHILADELPHIA	PA	19103	041	2016-08-25T13:38:23
2797162	35131	0	17603	71125891	SAUK VALLEY BANK & TRUST COMPANY	201 WEST 3RD STREET 	STERLING	IL	61081	041	2015-01-29T14:00:02
2797210	35248	23702	0	51456548	OLD POINT TRUST & FINANCIAL SERVICES, N.A.	11780 JEFFERSON AVE, SUITE D 	NEWPORT NEWS	VA	23606	041	2015-01-26T10:26:25
2797359	34969	0	16339	26072973	FIRST CENTRAL SAVINGS BANK	70 GLEN STREET 	GLEN COVE	NY	11542	041	2015-04-01T11:13:36
2797724	35095	0	16178	51408949	TOWNEBANK	5716 HIGH STREET WEST 	PORTSMOUTH	VA	23703	041	2015-02-03T13:43:53
2798897	35093	0	0	64208479	SOUTHERN HERITAGE BANK	3020 KEITH STREET 	CLEVELAND	TN	37312	041	2015-03-12T15:32:01
2800491	35052	23773	17074	63114797	HEARTLAND NATIONAL BANK	320 U.S. HIGHWAY 27 NORTH 	SEBRING	FL	33870	041	2015-01-27T09:06:47
2802664	35013	0	0	123206794	PREMIER COMMUNITY BANK	314 EAST MAIN STREET 	HILLSBORO	OR	97123	041	2015-01-29T16:32:34
2804864	35112	0	16403	62206318	SMALL TOWN BANK	117 MAIN STREET SOUTH 	WEDOWEE	AL	36278	041	2015-01-27T10:59:53
2805441	35066	0	16848	63114700	BAY CITIES BANK	4301 WEST BOY SCOUT BOULEVARD SUITE 150	TAMPA	FL	33607	041	2015-01-29T11:38:47
2805535	35223	0	0	71926058	AMERICAN HEARTLAND BANK AND TRUST	799 HEARTLAND DRIVE 	SUGAR GROVE	IL	60554	041	2015-01-21T21:00:06
2805928	35056	0	0	63114645	MADISON COUNTY COMMUNITY BANK	301 EAST BASE STREET 	MADISON	FL	32340	041	2015-01-23T13:57:16
2806626	35100	0	16389	53112288	PARAGON COMMERCIAL BANK	3535 GLENWOOD AVE. 	RALEIGH	NC	27612	041	2015-02-12T14:35:49
2806635	35407	0	0	102106705	YAMPA VALLEY BANK	600 SOUTH LINCOLN AVENUE 	STEAMBOAT SPRINGS	CO	80487	041	2015-01-30T14:27:32
2806840	35220	0	0	102306644	WYOMING COMMUNITY BANK	1700 N. FEDERAL 	RIVERTON	WY	82501	041	2015-02-23T12:14:57
2806877	35518	716195	16195	71074557	FEDERAL SAVINGS BANK, THE	300 NORTH ELIZABETH STREET, FLOOR 3E 	CHICAGO	IL	60607	041	2015-01-30T17:25:16
2807173	35019	0	0	111105331	COMMERCE COMMUNITY BANK	600 E MAIN ST 	OAK GROVE	LA	71263	041	2015-03-20T12:26:07
2808602	35278	23850	0	55003340	CAPITAL BANK, NATIONAL ASSOCIATION	1 CHURCH STREET, SUITE 100 	ROCKVILLE	MD	20850	041	2015-07-01T16:47:57
2809373	57160	716268	16268	0	NATIONAL ADVISORS TRUST COMPANY, FSB	8717 W. 110TH, SUITE 700 	OVERLAND PARK	KS	66210	041	2015-01-30T12:36:42
2810007	35165	0	0	64108485	COMMUNITY FIRST BANK & TRUST	501 S. JAMES CAMPBELL BOULEVARD 	COLUMBIA	TN	38401	041	2015-01-30T15:43:50
2811086	34900	0	17308	71125943	PREFERRED BANK	602 NORTH ROUTE 49 	CASEY	IL	62420	041	2015-03-06T18:05:00
2813491	35195	0	0	71925965	PEOPLES' BANK OF ARLINGTON HEIGHTS, THE	41 SOUTH VAIL AVENUE 	ARLINGTON HEIGHTS	IL	60005	041	2015-01-29T19:35:58
2815879	35292	0	0	101114895	GREAT AMERICAN BANK	3500 CLINTON PARKWAY 	LAWRENCE	KS	66047	041	2015-01-30T16:07:38
2817837	35209	0	0	81225972	BANK OF QUINCY	1132 BROADWAY STREET 	QUINCY	IL	62301	041	2015-01-28T14:35:27
2817985	28299	713824	13824	71974466	PNA BANK	4800 SOUTH PULASKI 	CHICAGO	IL	60632	041	2015-01-28T09:15:51
2818731	35076	0	17382	53207973	HERITAGE COMMUNITY BANK	206 S. FIFTH ST 	HARTSVILLE	SC	29550	041	2015-01-30T18:36:56
2819167	35157	715205	15205	121281892	FARM BUREAU BANK FSB	2165 GREEN VISTA DRIVE, SUITE 204 	SPARKS	NV	89431	041	2015-01-28T17:31:41
2819242	35161	715834	15834	83974412	MURRAY BANK, THE	405 SOUTH 12TH STREET 	MURRAY	KY	42071	041	2015-01-29T09:07:29
