"IDRSSD"	RCFD0010	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	
956255																																																																																																																																																																																																9882	0	0	84904	271002	0	3243	0	29051	0	0	0	0	31075	0	0	284	10101	0	0	1968	1968	23298	84536	62219	10324	104250	0	0	0.1087	0.1990	0.1864	0.0000	0.0000	0.0000	29107	1968	-56	0	0	0	0	0	0	0	0	0	0	0	
956358																																																																																																																																																																																																3154	0	0	6888	46737	0	310	0	3975	0	0	0	0	3750	0	0	0	0	0	0	310	310	1451	5649	6920	3967	32491	0	0	0.077130	0.100842	0.092505	0	0	0	3440	310	-112	0	0	0	0	0	0	0	0	0	0	0	
956376																																																																																																																																																																																																12451	0	0	37712	119086	0	399	0	12631	0	0	0	0	13044	0	0	0	0	0	0	425	425	6318	44828	48257	6376	20067	0	0	0.105861	0.245188	0.237199	0.000000	0.000000	0.000000	12619	425	12	0	0	0	0	0	0	0	0	0	0	0	
956527																																																																																																																																																																																																35641	0	0	35231	175255	0	3000	0	19517	739	0	0	0	21346	0	0	0	0	0	0	1377	1377	41891	23325	16678	5792	97046	0	0	0.109968	0.196601	0.183919	0.000000	0.000000	0.000000	19969	1377	-452	0	0	0	0	0	0	0	0	0	0	0	
956554																																																																																																																																																																																																12387	0	7280	23807	85841	0	855	0	17253	0	0	0	0	18217	0	0	0	1746	0	0	602	602	11517	31045	7314	1230	37181	0	0	0.2067	0.3806	0.3680	0.0000	0.0000	0.0000	17615	602	-362	0	0	0	0	0	0	0	0	0	0	0	
956750																																																																																																																																																																																																11253	0	0	48604	232057	0	2406	0	20406	0	0	0	0	22784	0	0	261	3931	0	0	2098	2098	8672	64907	18107	22460	143201	0	0	0.090636	0.135986	0.123464	0.000000	0.000000	0.000000	20686	2098	-280	0	0	0	0	0	0	0	0	0	0	0	
956938																																																																																																																																																																																																31705	0	45854	55267	543003	0	7939	0	60835	0	0	0	0	64938	2479	0	0	0	0	0	5135	5135	30680	81115	114862	28481	335840	1544	0	0.112197	0.159172	0.146585	0.000000	0.000000	0.000000	59803	5135	764	0	0	0	0	0	0	0	0	0	0	0	
956956																																																																																																																																																																																																3088	0	0	97329	212780	0	1319	0	21243	0	0	0	0	24454	0	0	0	2910	0	0	1319	1319	4842	99766	36570	9812	75790	0	0	0.1099	0.2117	0.2003	0.0000	0.0000	0.0000	23135	1319	-1892	0	5000	0	0	0	0	0	0	0	0	0	
957047																																																																																																																																																																																																4718	0	36569	0	103429	0	765	0	13210	0	0	0	0	12709	0	0	41	0	0	0	765	765	445	45616	7644	6618	50489	0	1266	0.1188	0.2001	0.1881	0.0000	0.0000	0.0000	11944	765	0	0	0	0	0	0	0	0	0	0	0	0	
957159																																																																																																																																																																																																10379	0	0	23410	170934	0	2001	0	16190	0	0	0	0	17290	0	0	0	483	0	0	1726	1726	6948	31311	6898	3482	127102	0	0	0.0944	0.1255	0.1129	0.0000	0.0000	0.0000	15564	1726	74	0	0	0	0	0	0	0	0	0	0	0	
957551																																																																																																																																																																																																6357	0	250	2022	23497	0	244	0	1984	0	0	0	0	2141	0	0	0	0	0	0	177	177	4483	5123	1895	802	12206	0	0	0.0844	0.1517	0.1392	0.0000	0.0000	0.0000	1964	177	20	0	0	0	0	0	0	0	0	0	0	0	
957757																																																																																																																																																																																																81959	0	0	55835	296981	0	1753	0	26797	0	0	0	0	25646	0	0	0	4168	0	0	1753	1753	90657	9782	71904	6282	123500	736	0	0.083049	0.151315	0.140972	0	0	0	23893	1753	135	0	0	0	0	0	0	0	0	0	0	0	
958204																																																																																																																																																																																																26071	0	0	320926	1353418	18	9705	0	108687	0	0	0	0	134013	0	0	314	25854	-4637	0	9705	9723	50091	314470	514473	63693	609681	0	2675	0.091425	0.142131	0.131819	0.000000	0.000000	0.000000	124290	9723	-13813	0	0	0	0	0	0	0	0	0	0	0	
958231																																																																																																																																																																																																10383	0	500	0	28217	0	54	0	4501	0	0	0	0	4555	0	0	0	0	0	0	54	54	10883	0	2048	335	15340	0	0	0.1523	0.2784	0.2751	0.0000	0.0000	0.0000	4501	54	0	0	0	0	0	0	0	0	0	0	0	0	
958473																																																																																																																																																																																																	0	18775	0	86695	0	2045	0	13275	0	0	0	0	10443	0	0	0	0	0	0	737	737	806	25066	22426	15347	40442	0	3569	0.116763	0.181035	0.168259	0	0	0	9706	737	0	0	0	0	0	0	0	0	0	0	0	0	
958558																																																																																																																																																																																																12531	0	103178	59785	270079	0	2259	0	26586	0	0	0	0	28048	0	0	0	9027	0	0	1573	1573	20963	139784	39593	11830	71815	0	0	0.096653	0.224120	0.211551	0.000000	0.000000	0.000000	26475	1573	111	0	0	0	0	0	0	0	0	0	0	0	
958727																																																																																																																																																																																																67681	0	0	345021	1305540	0	12600	0	189876	0	0	0	0	156356	8672	0	0	92526	-1058	0	11135	11135	55488	307265	256239	61083	651544	2760	0	0.114290	0.175857	0.163333	0.000000	0.000000	0.000000	145221	11135	3511	67	0	0	0	0	0	0	0	0	0	0	
958763																																																																																																																																																																																																5308	0	2	35743	97708	0	602	0	13338	0	0	0	0	14049	0	0	0	0	0	0	602	602	2995	36533	25581	1085	33366	0	0	0.129842	0.262775	0.251515	0.000000	0.000000	0.000000	13447	602	-109	0	0	0	0	0	0	0	0	0	0	0	
959304																																																																																																																																																																																																33083	0	0	980220	4725183	0	31776	0	449580	0	0	0	34720	479081	100000	0	0	0	-2854	0	31776	31776	254733	698847	1741432	196697	2054737	425	0	0.0948	0.1563	0.1459	0.0000	0.0000	0.0000	447305	31776	-8515	2081	0	29217	0	0	0	0	0	0	0	0	
959443																																																																																																																																																																																																3212	0	0	58880	173776	0	2618	0	23171	0	0	0	0	24415	0	0	112	0	0	0	1453	1453	6519	27155	63585	2561	78925	0	0	0.1340	0.2121	0.1995	0.0000	0.0000	0.0000	22962	1453	209	0	0	0	0	0	0	0	0	0	0	0	
959630																																																																																																																																																																																																1035	0	0	6659	19477	0	193	0	3275	0	0	0	0	3595	0	0	0	0	0	0	168	168	1032	4391	3985	2179	10529	0	0	0.173677	0.267684	0.255175	0.000000	0.000000	0.000000	3427	168	-152	0	0	0	0	0	0	0	0	0	0	0	
959715																																																																																																																																																																																																174072	0	15540	74051	544015	0	10568	0	65743	0	0	0	0	69824	0	0	0	15795	0	0	3436	3436	149033	173310	10780	28507	222437	0	0	0.1148	0.2612	0.2483	0.0000	0.0000	0.0000	66388	3436	-645	0	0	0	0	0	0	0	0	0	0	0	
959779																																																																																																																																																																																																34846	0	7	0	79190	0	2815	0	6008	0	0	0	0	6492	0	0	75	0	0	0	484	484	23716	11901	20169	3393	26219	0	0	0.0777	0.1784	0.1651	0.0000	0.0000	0.0000	6008	484	0	0	0	0	0	0	0	0	0	0	0	0	
960047																																																																																																																																																																																																2124	0	352	24626	68236	0	293	0	6406	0	0	0	0	5443	0	0	0	105	0	0	178	178	10172	21280	16602	5736	20245	0	1000	0.0782	0.1661	0.1606	0.0000	0.0000	0.0000	5265	178	141	0	0	0	0	0	0	0	0	0	0	0	
960430																																																																																																																																																																																																12341	0	19	62480	151304	0	1089	0	6913	0	0	0	0	10006	0	0	155	0	0	0	927	927	2315	79597	28994	5902	43653	0	0	0.058890	0.135253	0.122722	0.000000	0.000000	0.000000	9079	927	-2166	0	0	0	0	0	0	0	0	0	0	0	
960533																																																																																																																																																																																																6476	0	0	11393	46865	0	787	0	5385	0	0	0	0	5885	0	0	0	0	0	0	308	308	1730	18208	13820	1488	14085	0	0	0.1329	0.2436	0.2309	0.0000	0.0000	0.0000	5577	308	-192	0	0	0	0	0	0	0	0	0	0	0	
960551																																																																																																																																																																																																1624	0	0	11443	36302	0	194	0	1699	0	0	0	0	2570	0	0	0	588	0	0	194	194	6497	6542	455	2555	23679	0	0	0.0689	0.1007	0.0931	0.0000	0.0000	0.0000	2376	194	-677	0	0	0	0	0	0	0	0	0	0	0	
960560																																																																																																																																																																																																	0	1609	0	5425	0	30	0	1122	0	0	0	0	1139	0	0	0	0	0	0	17	17	3116	1177	0	27	1162	0	0	0.211260	0.822977	0.810694	0	0	0	1122	17	0	0	0	0	0	0	0	0	0	0	0	0	
960841																																																																																																																																																																																																48860	0	0	306290	1222044	0	13529	0	119661	0	0	0	0	109076	3128	0	3650	14175	0	0	9947	9947	41502	336628	244774	38381	592041	342	0	0.081937	0.137687	0.125130	0.000000	0.000000	0.000000	99129	9947	188	12	0	0	0	0	0	0	0	0	0	0	
960935																																																																																																																																																																																																64789	0	73	207844	836474	0	12164	0	81407	0	0	0	0	89797	0	0	0	29033	0	0	6917	6917	76976	236581	98844	42797	440108	3680	0	0.100151	0.163820	0.151201	0.000000	0.000000	0.000000	82880	6917	-3580	0	0	0	0	0	0	0	0	0	0	0	
961259																																																																																																																																																																																																14921	0	86687	345324	686987	0	3381	0	54389	0	0	0	0	66483	599	0	1776	15176	0	0	3455	3455	55845	421196	76501	8307	145464	166	0	0.090081	0.240741	0.228230	0.000000	0.000000	0.000000	63028	3455	-11982	10	0	0	0	0	0	0	0	0	0	0	
961343																																																																																																																																																																																																6938	0	1	66172	210498	26	2013	0	20158	0	0	0	0	20945	0	0	0	0	-387	0	1733	1759	8072	64335	26726	11513	112389	193	0	0.0909	0.1514	0.1387	0.0000	0.0000	0.0000	19186	1759	-333	0	0	0	0	0	0	0	0	0	0	0	
961400																																																																																																																																																																																																65518	0	0	1179	331474	0	1934	0	40403	0	0	0	19	30208	0	0	0	10050	-1650	0	1934	1934	58915	10594	164013	16183	87761	0	0	0.090040	0.170739	0.159808	0.000000	0.000000	0.000000	28274	1934	-6	0	0	0	0	0	0	0	0	0	0	0	
961446																																																																																																																																																																																																7885	0	36	186	89730	0	837	0	6425	0	0	0	0	7213	0	0	0	536	0	0	792	792	5692	15100	19452	2059	50317	0	0	0.0747	0.1138	0.1013	0	0	0	6421	792	4	0	0	0	0	0	0	0	0	0	0	0	
961576																																																																																																																																																																																																363261	0	996490	18034	1860503	0	9478	0	181544	0	0	0	0	184680	0	0	0	52634	0	0	6575	6575	362829	1024555	367983	33823	111072	0	0	0.0959	0.3533	0.3407	0.0000	0.0000	0.0000	178105	6575	37	0	0	0	0	0	0	0	0	0	0	0	
961624																																																																																																																																																																																																330335	0	157920	868925	6711706	138	39679	0	735570	0	0	0	0	795217	0	0	0	896116	0	0	41467	41605	364299	754973	3660437	158663	1973497	11333	0	0.1120	0.1809	0.1714	0.0000	0.0000	0.0000	753612	41605	-1076	0	0	28307	0	0	0	0	0	0	0	0	
961811																																																																																																																																																																																																17539	0	0	35172	365239	0	4445	0	36527	0	0	0	0	40735	0	0	3709	13611	0	0	3558	3558	8626	43015	100789	18618	217905	0	0	0.102105	0.143552	0.131013	0.000000	0.000000	0.000000	37177	3558	-650	0	0	0	0	0	0	0	0	0	0	0	
962256																																																																																																																																																																																																3457	0	0	44099	169845	0	2715	0	21829	0	0	0	0	21038	0	0	0	4326	0	0	1489	1489	9387	38400	27176	10014	94924	0	0	0.1176	0.1784	0.1658	0.0000	0.0000	0.0000	19549	1489	-666	0	0	159	0	0	0	0	0	0	0	0	
962313																																																																																																																																																																																																5144	0	0	18257	118574	0	831	0	11638	0	0	0	0	10385	0	0	0	3392	0	0	831	831	10247	16051	48290	5259	42733	0	0	0.080052	0.144146	0.132612	0.000000	0.000000	0.000000	9554	831	-238	0	0	0	0	0	0	0	0	0	0	0	
962854																																																																																																																																																																																																56180	0	0	58555	194029	0	3979	0	20833	263	0	0	0	23451	0	0	331	0	0	0	1121	1121	57231	52696	21257	11642	68320	0	0	0.1129	0.2701	0.2572	0.0000	0.0000	0.0000	22330	1121	-1497	0	0	0	0	0	0	0	0	0	0	0	
962890																																																																																																																																																																																																16030	0	350	76934	552204	0	6285	0	53936	0	0	0	0	59574	0	0	0	0	38	0	4537	4537	30731	68902	260832	15280	199421	382	1366	0.0995	0.1649	0.1524	0.0000	0.0000	0.0000	55037	4537	-2708	0	0	0	0	0	0	0	0	0	0	0	
962966																																																																																																																																																																																																13022	0	0	7417	132542	0	1057	0	10989	14	0	0	0	11969	0	0	0	10513	0	0	1081	1081	11255	16426	41231	9436	64979	4729	0	0.080861	0.129848	0.118121	0.000000	0.000000	0.000000	10888	1081	-291	0	0	0	0	0	0	0	0	0	0	0	
963002																																																																																																																																																																																																8551	0	515	30112	286854	0	2800	0	29371	292	0	0	0	31632	0	0	0	26306	-186	0	2628	2628	6563	28906	123969	15866	129284	0	0	0.100743	0.150598	0.138086	0.000000	0.000000	0.000000	29004	2628	553	0	0	0	0	0	0	0	0	0	0	0	
963730																																																																																																																																																																																																43190	0	21	2999	318554	0	7108	0	30615	0	0	0	0	33658	0	0	1460	5600	0	0	3377	3377	40522	17194	8926	21201	259017	0	334	0.0920	0.1265	0.1138	0.0000	0.0000	0.0000	30281	3377	0	0	0	0	0	0	0	0	0	0	0	0	
963945																																																																																																																																																																																																77862	0	0	221850	1179417	0	3295	0	118754	19906	0	0	0	116747	0	0	0	105646	0	0	3295	3295	64664	252752	33879	51199	826115	570831	0	0.0843	0.1223	0.1189	0.0000	0.0000	0.0000	113452	3295	-61	0	0	0	0	0	0	0	0	0	0	0	
963954																																																																																																																																																																																																6366	0	0	27807	102179	0	988	0	9003	0	0	0	0	10156	0	0	0	0	0	0	832	832	8411	20292	25921	1822	48865	0	0	0.0956	0.1529	0.1404	0.0000	0.0000	0.0000	9324	832	-321	0	0	0	0	0	0	0	0	0	0	0	
964157																																																																																																																																																																																																44973	0	0	30454	194188	0	1500	0	18945	0	0	0	0	20493	0	0	161	2094	0	0	1500	1500	16086	52420	27916	14040	99338	0	0	0.097162	0.164045	0.152038	0	0	0	18993	1500	-48	0	0	0	0	0	0	0	0	0	0	0	
964250																																																																																																																																																																																																6346	0	0	36022	84686	0	663	0	9030	0	0	0	0	9603	0	0	0	1688	0	0	573	573	7623	35658	9039	2084	33030	0	0	0.107102	0.209952	0.197425	0.000000	0.000000	0.000000	9030	573	-50	0	0	0	0	0	0	0	0	0	0	0	
964344																																																																																																																																																																																																17660	0	0	28336	233152	0	4543	0	21073	0	0	0	0	23505	0	0	0	1066	0	0	2091	2091	14668	39121	51276	12864	133147	0	0	0.093014	0.142587	0.129902	0.000000	0.000000	0.000000	21414	2091	-341	0	0	0	0	0	0	0	0	0	0	0	
964353																																																																																																																																																																																																4794	0	0	10930	42568	0	332	0	6979	0	0	0	0	4829	0	0	0	1282	0	0	280	280	2370	16214	6797	654	15088	0	0	0.1158	0.2164	0.2038	0.0000	0.0000	0.0000	4549	280	-305	0	0	0	0	0	0	0	0	0	0	0	
964643																																																																																																																																																																																																19816	0	0	16656	146740	0	1469	0	13507	0	0	0	0	13749	725	0	454	2124	0	0	1223	1223	19098	33344	9923	12875	84924	345	829	0.082473	0.140874	0.128343	0.000000	0.000000	0.000000	12526	1223	58	0	0	0	0	0	0	0	0	0	0	0	
964700																																																																																																																																																																																																185816	0	112014	676105	6251540	0	76371	0	573426	0	0	0	2045	631510	0	0	645	478179	-455	0	58170	58170	447968	573530	2078385	145192	3225973	6123	0	0.0927	0.1363	0.1237	0.0000	0.0000	0.0000	573340	58170	-1919	2966	74652	201112	0	0	0	0	0	0	0	0	
965051																																																																																																																																																																																																4593	0	0	17804	52154	0	570	0	5055	0	0	0	0	5446	0	0	0	1051	0	0	434	434	3529	17965	2484	1789	28703	0	0	0.0942	0.1575	0.1449	0	0	0	5012	434	43	0	0	0	0	0	0	0	0	0	0	0	
965789																																																																																																																																																																																																	0	3697	0	409634	0	5030	0	45796	0	0	0	0	49772	24674	0	0	33455	0	0	3976	3976	7432	57226	125985	15088	224022	14774	0	0.111797	0.156992	0.144450	0	0	0	45796	3976	0	0	0	0	0	0	0	0	0	0	0	0	
966272																																																																																																																																																																																																10846	0	0	58582	110295	0	210	0	12782	0	0	0	0	12991	0	0	0	54	0	0	210	210	14748	50839	35279	1307	9647	0	0	0.115881	0.346593	0.340990	0	0	0	12781	210	-16	0	0	0	0	0	0	0	0	0	0	0	
966348																																																																																																																																																																																																16959	0	20037	5567	151871	0	1689	0	15341	0	0	0	0	14206	232	0	0	1092	0	0	1283	1283	5919	27380	41818	9095	76117	232	0	0.0824	0.1391	0.1265	0.0000	0.0000	0.0000	12923	1283	-141	0	0	0	0	0	0	0	0	0	0	0	
966722																																																																																																																																																																																																8389	0	475	54190	231510	0	2054	0	22062	0	0	0	0	24743	0	0	0	6602	0	0	1940	1940	7873	59125	55309	7420	112379	0	0	0.0998	0.1596	0.1471	0	0	0	22803	1940	-741	0	0	0	0	0	0	0	0	0	0	0	
966731																																																																																																																																																																																																21277	0	300	42469	202562	0	2560	0	21476	0	0	0	0	23175	0	0	1475	0	0	0	1640	1640	563	54487	61830	12723	88305	0	0	0.1036	0.1779	0.1653	0.0000	0.0000	0.0000	21535	1640	-59	0	0	0	0	0	0	0	0	0	0	0	
966973																																																																																																																																																																																																7141	0	22502	0	88173	0	749	0	14327	0	0	0	0	14798	0	0	0	0	0	0	471	471	4367	25598	52787	2217	6171	0	0	0.1625	0.3956	0.3830	0	0	0	14327	471	0	0	0	0	0	0	0	0	0	0	0	0	
967046																																																																																																																																																																																																18608	0	0	73039	402290	0	3949	0	39287	0	0	0	0	43621	0	0	0	0	0	0	3713	3713	9068	70055	102441	20890	230734	348	0	0.0987	0.1470	0.1344	0.0000	0.0000	0.0000	39908	3713	-679	0	0	0	0	0	0	0	0	0	0	0	
967943																																																																																																																																																																																																2553	0	4162	31006	77243	0	646	0	9627	0	0	0	0	10498	0	0	0	85	0	0	646	646	907	2846	42951	2016	31470	0	0	0.1270	0.1960	0.1839	0.0000	0.0000	0.0000	9852	646	-225	0	0	0	0	0	0	0	0	0	0	0	
967952																																																																																																																																																																																																	0	0	29452	98851	0	693	0	11210	0	0	0	0	11802	0	0	0	17537	0	0	693	693	736	22665	12843	4917	63272	0	0	0.114594	0.142200	0.133850	0	0	0	11109	693	-142	0	0	0	0	0	0	0	0	0	0	0	
968070																																																																																																																																																																																																104686	0	1668484	993593	9128932	0	8919	0	1334405	0	0	0	0	1338742	0	0	0	323187	0	0	8919	8919	247722	2706253	5905476	124814	273620	109	0	0.145744	0.347521	0.345206	0	0	0	1329823	8919	4567	1	0	0	0	0	0	0	0	0	0	0	
968155																																																																																																																																																																																																2065	0	0	51539	93157	0	556	0	7993	0	0	0	0	9042	0	0	126	0	0	0	566	566	1447	53668	10742	7520	28622	0	0	0.088250	0.197570	0.185203	0.000000	0.000000	0.000000	8476	566	-483	0	0	0	0	0	0	0	0	0	0	0	
968249																																																																																																																																																																																																8551	0	0	55738	267904	0	2281	0	23915	65	0	0	0	24945	0	0	0	6670	0	0	2281	2281	7463	43569	53133	12878	164990	93	0	0.087775	0.122508	0.111306	0.000000	0.000000	0.000000	22664	2281	-360	0	0	0	0	0	0	0	0	0	0	0	
968557																																																																																																																																																																																																8801	0	0	3590	79746	0	1364	0	6178	0	0	0	0	6950	170	0	0	5571	0	0	740	740	7046	9767	19978	2179	44367	170	0	0.078390	0.118720	0.106079	0	0	0	6210	740	-32	0	0	0	0	0	0	0	0	0	0	0	
968744																																																																																																																																																																																																17588	0	30356	84829	252454	0	1225	0	32692	0	0	0	0	35160	0	0	359	0	0	0	1225	1225	15526	87080	72970	15234	79490	0	0	0.1331	0.2632	0.2541	0.0000	0.0000	0.0000	33935	1225	-1243	0	0	0	0	0	0	0	0	0	0	0	
969059																																																																																																																																																																																																26520	0	0	15598	62323	0	338	0	8638	0	0	0	0	7847	0	0	0	157	0	0	338	338	23368	6556	5002	1518	26606	0	0	0.120231	0.254947	0.243965	0	0	0	7509	338	1129	0	0	0	0	0	0	0	0	0	0	0	
969255																																																																																																																																																																																																40701	0	2953	13052	165131	0	781	0	13678	1303	0	0	0	14736	0	0	0	0	0	0	781	781	2282	24891	34540	6130	104476	0	0	0.081733	0.116045	0.109895	0.000000	0.000000	0.000000	13955	781	-277	0	0	0	0	0	0	0	0	0	0	0	
969424																																																																																																																																																																																																84447	0	0	55318	598771	0	6825	0	40490	524	0	0	0	39477	0	0	0	0	0	0	4502	4502	130820	14921	195421	50319	259349	0	6315	0.059781	0.110325	0.097743	0.000000	0.000000	0.000000	34975	4502	-834	0	0	0	0	0	0	0	0	0	0	0	
969639																																																																																																																																																																																																5302	0	0	52990	162355	0	1237	0	16224	0	0	0	0	16394	0	0	31	3205	0	0	1236	1236	3991	44087	52350	11863	62258	0	1342	0.0945	0.1659	0.1534	0.0000	0.0000	0.0000	15158	1236	-276	0	0	0	0	0	0	0	0	0	0	0	
969741																																																																																																																																																																																																5421	0	0	13848	59506	0	606	0	4965	0	0	0	0	5466	0	0	0	1472	0	0	442	442	2326	17271	18827	4307	21777	0	0	0.0845	0.1552	0.1426	0.0000	0.0000	0.0000	5024	442	-59	0	0	0	0	0	0	0	0	0	0	0	
969844																																																																																																																																																																																																7851	0	0	26468	112214	0	921	0	10947	0	0	0	0	11495	0	0	0	1455	0	0	916	916	5584	28040	24366	5474	54774	0	0	0.093553	0.156845	0.144346	0.000000	0.000000	0.000000	10579	916	65	0	0	0	0	0	0	0	0	0	0	0	
969956																																																																																																																																																																																																11668	0	0	39512	66221	0	171	0	7877	0	0	0	0	7657	0	0	0	0	-32	0	171	171	15816	34756	1016	4675	14162	0	0	0.1151	0.3513	0.3434	0.0000	0.0000	0.0000	7486	171	423	0	0	0	0	0	0	0	0	0	0	0	
969974																																																																																																																																																																																																1189	0	0	28822	95722	0	511	0	10531	0	0	0	0	11432	0	0	0	0	0	0	511	511	8246	23028	58573	5471	7060	0	0	0.114242	0.274874	0.262587	0	0	0	10921	511	-517	0	0	0	0	0	0	0	0	0	0	0	
970055																																																																																																																																																																																																16098	0	8182	132241	301371	0	2265	0	21763	0	0	0	0	31023	0	0	0	0	0	0	2164	2164	11971	153369	7019	19175	138374	0	0	0.0962	0.1793	0.1668	0.0000	0.0000	0.0000	28859	2164	-7096	0	0	0	0	0	0	0	0	0	0	0	
971070																																																																																																																																																																																																6535	0	25528	2948	106636	0	90	0	10710	0	0	0	0	10394	0	0	0	0	0	0	90	90	17626	17085	56372	5207	15812	0	0	0.0974	0.2190	0.2171	0.0000	0.0000	0.0000	10304	90	-111	0	0	0	0	0	0	0	0	0	0	0	
971379																																																																																																																																																																																																5720	0	0	10	14144	3	81	0	1951	0	0	0	0	2030	0	0	0	0	0	0	81	84	0	5720	6132	175	2369	0	0	0.1345	0.3086	0.2958	0.0000	0.0000	0.0000	1946	84	5	0	0	0	0	0	0	0	0	0	0	0	
971959																																																																																																																																																																																																44310	0	0	395264	1129209	20	6532	0	93828	0	0	0	0	92805	1725	0	0	22366	0	0	6551	6571	27533	444551	117892	35011	537694	1726	0	0.0798	0.1331	0.1237	0.0000	0.0000	0.0000	86234	6571	549	0	0	0	0	0	0	0	0	0	0	0	
972143																																																																																																																																																																																																4610	0	0	5958	78603	0	565	0	7255	0	0	0	0	6926	0	0	0	0	0	0	565	565	3549	11346	16199	3353	47174	0	0	0.0822	0.1202	0.1104	0.0000	0.0000	0.0000	6361	565	128	0	0	0	0	0	0	0	0	0	0	0	
972406																																																																																																																																																																																																3882	0	1941	76	44149	0	4	0	39448	0	0	0	0	10935	0	0	0	0	0	0	4	4	0	5823	0	9697	9813	0	0	0.5267	0.9961	0.9957	0.0000	0.0000	0.0000	10931	4	0	0	0	0	0	0	0	0	0	0	0	0	
972648																																																																																																																																																																																																24995	0	5150	331608	756673	0	6506	0	60905	0	0	0	0	66220	0	0	0	0	0	0	5386	5386	40359	272162	154574	32076	296120	0	0	0.0816	0.1541	0.1416	0.0000	0.0000	0.0000	60834	5386	-184	0	0	0	0	0	0	0	0	0	0	0	
972732																																																																																																																																																																																																28986	0	0	283337	708025	0	6017	0	63345	0	0	0	0	71589	880	0	179	23235	0	0	5532	5532	27018	279328	85188	45739	326902	1898	0	0.093873	0.161958	0.149442	0.000000	0.000000	0.000000	66057	5532	-2712	0	0	0	0	0	0	0	0	0	0	0	
972750																																																																																																																																																																																																14999	0	0	9549	64303	0	752	0	8210	0	0	0	0	6706	0	0	0	0	0	0	408	408	17445	10845	10642	1705	24199	0	1885	0.098060	0.207764	0.195123	0	0	0	6298	408	27	0	0	0	0	0	0	0	0	0	0	0	
972769																																																																																																																																																																																																72132	0	1473	33857	475769	0	5159	0	49104	50	0	0	0	51965	0	0	0	5731	0	300	4090	4390	81949	104216	3061	11395	290110	0	0	0.1034	0.1594	0.1459	0.0000	0.0000	0.0000	47575	4390	97	0	0	0	0	0	0	0	0	0	0	0	
