"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
5331																																																																																																																																																																																																	34552	0	0	0	202908	395776	0	1862	0	32753	401468	0	0	0	0	38789	340	0	55	9843	-3428	0	1862	1862	13289	163334	38413	22403	202518	0	0	0.092316	0.148550	0.141419	0.000000	0.000000	0.000000	36927	1862	-746	0	0	0	0	0	0	0	0	
5461																																																																																																																																																																																																	34892	0	0	0	78647	469390	0	4501	0	47197	471104	0	0	0	0	49377	0	0	881	7652	0	0	4578	4578	24986	88250	27826	23586	330431	0	0	0.095107	0.134828	0.122327	0.000000	0.000000	0.000000	44799	4578	2333	0	0	0	0	0	0	0	0	
5751																																																																																																																																																																																																	2943	0	0	0	52876	124573	0	1067	0	26712	114656	0	0	0	0	25283	0	0	0	2995	0	0	830	830	3464	59661	14441	3409	45710	0	0	0.213273	0.382097	0.369554	0	0	0	24453	830	2259	0	0	0	0	0	0	0	0	
6039																																																																																																																																																																																																	27253	0	0	0	3730	89425	0	1146	0	8708	86428	0	0	0	0	9418	0	0	183	1995	0	0	736	736	19267	13155	5858	6693	52251	0	0	0.100454	0.161016	0.148433	0.000000	0.000000	0.000000	8682	736	26	0	0	0	0	0	0	0	0	
6141																																																																																																																																																																																																	7563	0	0	16818	0	62682	0	402	0	5038	60761	0	0	0	0	5401	0	0	0	0	0	0	384	384	897	30745	13785	893	17656	0	21	0.0826	0.1760	0.1635	0.0000	0.0000	0.0000	5017	384	0	0	0	0	0	0	0	0	0	
6329																																																																																																																																																																																																	34984	0	0	0	33142	428492	0	7346	0	32501	435560	0	0	0	0	34909	0	0	164	10345	0	0	4256	4256	22797	54824	65167	38765	290938	0	1338	0.070593	0.103472	0.090857	0.000000	0.000000	0.000000	30653	4256	510	0	0	0	0	0	0	0	0	
6972																																																																																																																																																																																																	78988	0	0	109611	101472	780348	0	15960	0	88909	794178	0	0	0	0	103160	0	0	255	58031	-8867	0	7241	7241	81862	134831	116673	36307	461085	0	0	0.1208	0.1809	0.1682	0.0000	0.0000	0.0000	95919	7241	1624	0	0	0	0	0	0	0	0	
7009																																																																																																																																																																																																	5719	0	0	0	423260	721934	63	0	0	50608	740673	0	0	0	5	48807	36000	0	0	0	0	0	0	63	292255	153302	13218	9940	261181	0	0	0.0658	0.1635	0.1633	0.0000	0.0000	0.0000	48744	63	1864	0	0	0	0	0	0	0	0	
7045																																																																																																																																																																																																	10444	0	0	0	69966	155806	0	908	0	16035	157797	0	0	0	0	16061	0	0	312	0	0	0	908	908	13490	58112	34282	3464	49369	0	0	0.0960	0.2052	0.1936	0.0000	0.0000	0.0000	15153	908	882	0	0	0	0	0	0	0	0	
7157																																																																																																																																																																																																	672	0	0	0	18039	48779	0	370	0	4390	48175	0	0	0	0	4629	0	0	0	0	0	0	345	345	1774	18960	8739	791	19525	0	0	0.088926	0.167341	0.154869	0.000000	0.000000	0.000000	4284	345	106	0	0	0	0	0	0	0	0	
7456																																																																																																																																																																																																	3233	0	0	5527	13836	59978	0	382	0	5036	58164	0	0	0	0	4988	0	0	0	0	0	0	382	382	2688	16522	3279	1304	37442	0	0	0.0792	0.1177	0.1087	0.0000	0.0000	0.0000	4606	382	430	0	0	0	0	0	0	0	0	
7634																																																																																																																																																																																																	9435	0	0	10	6016	62101	0	1185	0	5369	61559	0	0	0	0	5833	0	0	0	46	0	0	538	538	9548	4165	14668	3503	34831	0	0	0.086015	0.137655	0.124959	0.000000	0.000000	0.000000	5295	538	74	0	0	0	0	0	0	0	0	
8033																																																																																																																																																																																																	14346	0	0	0	10789	165804	0	914	0	16185	166629	0	0	0	0	16988	0	0	0	8462	0	0	914	914	15841	17166	39038	5759	94505	0	0	0.096466	0.142406	0.134744	0.000000	0.000000	0.000000	16074	914	111	0	0	0	0	0	0	0	0	
8462																																																																																																																																																																																																	28262	0	0	0	81129	153292	0	494	0	16202	146078	0	0	0	0	14922	0	0	238	282	0	0	494	494	14568	97172	3154	1395	37118	0	0	0.0988	0.2556	0.2471	0.0000	0.0000	0.0000	14428	494	1774	0	0	0	0	0	0	0	0	
8631																																																																																																																																																																																																	5707	0	0	0	10043	58419	0	462	0	6504	58027	0	0	0	0	6973	0	0	41	1610	0	0	462	462	2740	16554	13642	4823	25945	0	0	0.112206	0.187487	0.175065	0.000000	0.000000	0.000000	6511	462	-7	0	0	0	0	0	0	0	0	
9357																																																																																																																																																																																																	11588	0	0	0	58199	430149	0	5585	0	70853	397154	0	0	0	0	45750	0	0	0	0	0	0	3312	3312	732	77962	163165	2794	165460	161091	0	0.1150	0.1741	0.1615	0	0	0	42438	3312	331	0	0	0	0	0	0	0	0	
9553																																																																																																																																																																																																	9461	0	0	0	30123	122484	0	791	0	9515	117921	0	0	0	0	10130	0	0	0	140	0	0	791	791	7080	20029	21119	5078	74780	0	0	0.0792	0.1131	0.1043	0.0000	0.0000	0.0000	9339	791	176	0	0	0	0	0	0	0	0	
9807																																																																																																																																																																																																	170559	0	0	325083	168640	2301019	0	60617	0	192513	2307190	0	0	0	0	280065	0	0	0	309926	0	0	27538	27538	221532	151865	545495	258790	1552579	0	0	0.109452	0.129124	0.116427	0.000000	0.000000	0.000000	252527	27538	-60014	0	27791	80000	0	0	0	0	0	
9955																																																																																																																																																																																																	14871	0	0	0	30119	108894	0	1349	0	13138	107444	0	0	0	0	13435	0	0	0	1052	0	0	927	927	13172	12896	28592	2952	54933	0	0	0.116637	0.182108	0.169543	0	0	0	12508	927	425	0	0	0	0	0	0	0	0	
10250																																																																																																																																																																																																	29875	0	0	0	46860	376526	0	10822	0	26217	380681	0	0	0	0	19310	0	0	2006	4812	0	0	3621	3621	27208	52973	42332	27882	254479	0	9954	0.042320	0.068367	0.055547	0	0	0	15689	3621	574	0	0	0	0	0	0	0	0	
10849																																																																																																																																																																																																	35152	0	0	0	18412	267652	0	2955	0	26327	262920	0	0	0	0	27936	0	0	161	3483	0	0	2330	2330	36782	30365	48465	27208	154257	0	0	0.0976	0.1504	0.1378	0.0000	0.0000	0.0000	25606	2330	27	0	2	1	0	0	0	0	0	
10858																																																																																																																																																																																																	37188	0	0	0	77170	403650	4	2598	0	34651	391797	0	0	0	0	33023	0	0	0	15561	0	0	2638	2642	55923	107576	33878	8802	203531	5064	0	0.078084	0.132216	0.121638	0.000000	0.000000	0.000000	30381	2642	1552	0	0	0	0	0	0	0	0	
11145																																																																																																																																																																																																	6155	0	0	0	18579	169378	0	1598	0	17357	168397	0	0	0	0	17881	0	0	0	0	0	0	1399	1399	7377	20155	69252	12434	73097	0	0	0.0981	0.1600	0.1475	0.0000	0.0000	0.0000	16482	1399	426	0	0	0	0	0	0	0	0	
11640																																																																																																																																																																																																	20934	0	0	0	101681	320654	0	2849	0	33153	319340	0	0	0	0	33739	0	0	0	12765	0	0	2667	2667	17503	86376	55047	16324	161424	0	0	0.0973	0.1583	0.1458	0.0000	0.0000	0.0000	31072	2667	2081	0	0	0	0	0	0	0	0	
11837																																																																																																																																																																																																	10035	0	0	0	58731	104092	0	1076	0	11683	97725	0	0	0	0	11487	0	0	0	998	0	0	591	591	9889	51859	11890	5077	30427	0	266	0.1118	0.2456	0.2329	0.0000	0.0000	0.0000	10896	591	521	0	0	0	0	0	0	0	0	
12030																																																																																																																																																																																																	39587	0	0	3577	2432	313355	0	10189	0	37391	305697	0	0	0	0	40291	0	0	0	245	0	0	2915	2915	47978	21661	52323	16826	201558	0	0	0.1223	0.1783	0.1654	0.0000	0.0000	0.0000	37376	2915	15	0	0	0	0	0	0	0	0	
12142																																																																																																																																																																																																	14953	0	0	550	53349	185048	0	1755	0	20412	182685	32	0	0	0	21301	0	0	0	0	-929	0	1405	1405	8070	58733	34251	8742	83560	0	0	0.108909	0.190045	0.177510	0.000000	0.000000	0.000000	19896	1405	1445	0	0	0	0	0	0	0	0	
12245																																																																																																																																																																																																	2137	0	0	0	32395	116659	0	1371	0	13723	116915	0	0	0	0	14034	0	0	756	0	0	0	895	895	4482	28822	36723	2565	47043	0	0	0.112381	0.197390	0.184801	0	0	0	13139	895	584	0	0	0	0	0	0	0	0	
12311	1246847	0	0	640551	7746564	54183383	44	944660	0	4073722	54393339	4642	0	0	313970	5752723	5557304	388536	50252	5668608	-132811	931500	576078	1507622	2657142	7023067	8291624	3352400	36780583	1618392	82610	0.078899	0.126014	0.092990	0.000000	0.000000	0.000000	4245101	1507622	-30460	510638	12869276	3867653	43524	0	0	0	0	0	0	0	0	0	0	0	72960	0	639062	0	417038	45651355	53803907	0	0	0	0	0	38776424	3906	30994	30994	546115	546115	0	8851	0	537264	0	597540	489637	16100	-1085	0	0	0	1085	760151	486696	0	0	640551	0	0	0	-575304	995849	6017132	211929	1096958	0	0	0	346522	1271870	0	0	10127	7706942	31059355	308429	0	5541	0	0	4785295	642502	260591	503571	26231	-569033	25126	0	862	0	24264	928	0	0	0	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100013	100013	0	0	100013	0	0	0	0	0	0	0	2834304	0	0	0	2834304	0	206168	432894	2657142	7238948	8824531	40208337	0	1447790	4412266	40208337	46068393	0	0	0	4344896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1246847			640551	7746564	54183383									313970																																		
12647																																																																																																																																																																																																	23495	0	0	5225	0	105035	0	872	0	9582	102931	0	0	0	0	10454	0	0	0	0	0	0	872	872	1166	24178	19991	6317	60572	270	0	0.0931	0.1383	0.1268	0.0000	0.0000	0.0000	9582	872	0	0	0	0	0	0	0	0	0	
12656																																																																																																																																																																																																	505	0	0	1005	0	16697	0	249	0	1408	16844	0	0	0	0	1541	0	0	0	0	0	0	133	133	224	2622	7904	555	6196	0	0	0.0836	0.1460	0.1334	0.0000	0.0000	0.0000	1408	133	0	0	0	0	0	0	0	0	0	
12937																																																																																																																																																																																																	48031	0	0	0	0	220598	0	1784	0	32579	225732	0	0	0	0	34363	0	0	0	16414	0	0	1784	1784	46551	3480	38989	13358	133362	144	0	0.144326	0.210750	0.199809	0.000000	0.000000	0.000000	32579	1784	0	0	0	0	0	0	0	0	0	
12946																																																																																																																																																																																																	12849	0	0	0	168295	734076	0	10811	0	75864	705211	0	0	0	0	70671	0	0	0	15276	0	0	6441	6441	4281	157383	196439	28835	374957	121	0	0.092476	0.138405	0.125790	0.000000	0.000000	0.000000	64230	6441	885	0	0	0	0	0	0	0	0	
12955																																																																																																																																																																																																	15441	0	0	2225	5	120941	0	1138	0	12417	119432	0	0	0	0	13555	0	0	0	0	0	0	1138	1138	3	17668	16961	4803	87447	6961	0	0.1040	0.1357	0.1243	0.0000	0.0000	0.0000	12417	1138	0	0	0	0	0	0	0	0	0	
13103																																																																																																																																																																																																	60109	0	0	5256	272208	1338757	3831	9659	0	176438	1311140	0	0	0	0	178197	0	0	714	0	-7358	0	9672	13503	49478	177257	335658	45317	767729	1877	0	0.126714	0.183341	0.169448	0.000000	0.000000	0.000000	164694	13503	7696	0	0	0	0	0	0	0	0	
13251																																																																																																																																																																																																	13660	0	0	0	4871	40743	0	548	0	3418	40625	0	0	0	0	3619	0	0	0	0	0	0	304	304	5	16239	7729	1561	17214	0	0	0.0816	0.1503	0.1376	0.0000	0.0000	0.0000	3315	304	103	0	0	0	0	0	0	0	0	
13457																																																																																																																																																																																																	1397	0	0	0	4919	21158	0	139	0	5963	21075	0	0	0	0	6023	0	0	0	472	0	0	139	139	520	9547	220	1351	10890	0	0	0.2792	0.4582	0.4476	0.0000	0.0000	0.0000	5884	139	79	0	0	0	0	0	0	0	0	
14052																																																																																																																																																																																																	10031	0	0	0	12409	61992	0	876	0	6580	61045	0	0	0	0	6890	0	0	0	0	0	0	479	479	6699	15232	11268	3828	29471	0	112	0.1052	0.1823	0.1696	0.0000	0.0000	0.0000	6411	479	57	0	0	0	0	0	0	0	0	
14155																																																																																																																																																																																																	3057	0	0	0	6328	117530	0	1550	0	14119	117208	0	0	0	0	15179	5000	0	0	0	0	0	1225	1225	960	4973	36352	11905	76634	0	0	0.1191	0.1554	0.1429	0.0000	0.0000	0.0000	13954	1225	165	0	0	0	0	0	0	0	0	
14650																																																																																																																																																																																																	4674	0	0	3374	24	26099	0	383	0	2816	26469	0	0	0	0	2940	0	0	0	0	0	0	215	215	4114	3938	3877	1896	14462	0	0	0.103302	0.172708	0.160078	0.000000	0.000000	0.000000	2725	215	1	0	0	0	0	0	0	0	0	
14753																																																																																																																																																																																																	3728	0	0	12587	10115	42656	0	408	0	3720	42033	0	0	0	0	3900	0	0	0	2049	0	0	319	1296	241	12820	15631	602	14152	0	0	0.061951	0.153133	0.102246	0	0	0	2604	1296	139	0	0	0	0	0	0	0	0	
14865																																																																																																																																																																																																	11574	0	0	5490	22131	260348	0	2591	0	28474	261499	0	0	0	0	30365	0	0	0	13482	0	0	2594	2594	29419	28050	20493	16205	184056	0	0	0.106313	0.146335	0.133834	0	0	0	27771	2594	424	0	0	0	0	0	0	0	0	
14977																																																																																																																																																																																																	13812	0	0	36	8231	46031	0	329	0	7714	45516	10	0	0	0	7920	0	0	0	0	0	0	320	320	19083	2824	0	2968	24281	0	0	0.1670	0.3189	0.3060	0.0000	0.0000	0.0000	7600	320	114	0	0	0	0	0	0	0	0	
16458																																																																																																																																																																																																	29650	0	0	44759	73336	294206	0	2494	0	34559	289060	0	0	0	0	34622	0	0	125	11087	0	0	2078	2078	26959	121302	20001	13070	126333	777	0	0.112586	0.208833	0.196299	0.000000	0.000000	0.000000	32544	2078	2015	0	0	0	0	0	0	0	0	
16551																																																																																																																																																																																																	18850	0	0	522	27794	230524	0	2474	0	22244	233023	0	0	0	0	22332	0	0	106	5275	0	0	2273	2273	15227	27571	55817	13257	131790	0	0	0.0866	0.1229	0.1104	0.0000	0.0000	0.0000	20059	2273	792	0	0	0	0	0	0	0	0	
16748																																																																																																																																																																																																	7108	0	0	7185	10902	57155	0	449	0	6618	56511	0	0	0	0	6721	140	0	0	3852	0	0	387	387	12282	15563	7271	3793	22112	0	0	0.1122	0.2176	0.2050	0.0000	0.0000	0.0000	6334	387	247	0	0	0	0	0	0	0	0	
16944																																																																																																																																																																																																	8004	0	0	0	18038	40548	0	239	0	4134	39943	0	0	0	0	4001	0	0	0	0	0	0	239	239	2978	15702	4319	1013	17223	0	0	0.0942	0.1776	0.1670	0.0000	0.0000	0.0000	3762	239	372	0	0	0	0	0	0	0	0	
16953																																																																																																																																																																																																	9220	0	0	2365	8647	35002	0	108	0	5343	35061	0	0	0	0	5304	0	0	0	0	0	0	108	108	235	19850	0	493	14878	0	0	0.1482	0.2814	0.2757	0.0000	0.0000	0.0000	5196	108	147	0	0	0	0	0	0	0	0	
17110																																																																																																																																																																																																	16930	0	0	100	23284	107720	0	279	0	18669	104960	0	0	0	0	18971	0	0	1025	19926	0	0	302	302	404	16845	1409	4033	89341	0	0	0.1779	0.1826	0.1797	0.0000	0.0000	0.0000	18669	302	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																																																																																	124241	0	0	427909	516665	4154904	0	70898	0	601949	4176864	0	0	0	0	477805	58130	0	20682	98312	0	0	36896	36896	311916	734330	581682	189592	2452900	17864	15084	0.1096	0.1626	0.1500	0.0000	0.0000	0.0000	440909	36896	5249	0	175069	51379	0	0	0	0	0	
17259																																																																																																																																																																																																	4061	0	0	0	24735	66967	0	205	0	7477	66307	0	0	0	0	6933	0	0	29	266	0	0	205	205	2238	23409	13176	4485	27601	0	0	0.1015	0.1778	0.1725	0.0000	0.0000	0.0000	6728	205	749	0	0	0	0	0	0	0	0	
17464																																																																																																																																																																																																	128416	0	0	1334	209505	1303273	14	43905	0	132182	1380585	0	0	0	0	142366	4545	0	0	77892	0	0	12879	12893	152060	226187	42332	73276	922247	506	0	0.0938	0.1427	0.1298	0.0000	0.0000	0.0000	129473	12893	2709	0	0	0	0	0	0	0	0	
17950																																																																																																																																																																																																	8358	0	0	168	136421	303802	0	2881	0	29137	301824	0	0	0	0	27806	0	0	320	4301	0	0	2221	2221	25274	83560	67618	8557	124811	492	0	0.0851	0.1572	0.1446	0	0	0	25585	2221	2286	0	0	0	0	0	0	0	0	
18050																																																																																																																																																																																																	21329	0	0	18453	160146	411931	0	2889	0	42072	405226	0	0	0	0	41265	0	0	244	4255	0	0	2663	2663	34541	171079	58823	15572	146908	62	0	0.0954	0.1939	0.1814	0.0000	0.0000	0.0000	38602	2663	2926	0	0	0	0	0	0	0	0	
18135																																																																																																																																																																																																	4000	0	0	14169	48460	235866	0	1448	0	21166	234880	0	0	0	0	21121	0	0	0	0	0	0	1448	1448	2139	91227	13365	19214	129090	2320	0	0.0838	0.1367	0.1273	0.0000	0.0000	0.0000	19673	1448	1493	0	0	0	0	0	0	0	0	
18377																																																																																																																																																																																																	17516	0	0	0	8614	47659	0	249	0	3484	46684	0	0	0	0	3507	0	0	0	0	0	0	195	195	19011	6634	15462	1265	6540	0	0	0.070945	0.225618	0.213073	0	0	0	3312	195	172	0	0	0	0	0	0	0	0	
18827																																																																																																																																																																																																	19232	0	0	0	53663	388197	0	4664	0	39215	388251	0	0	0	0	41524	0	0	1059	2781	-647	0	3436	3436	2541	59308	137877	10715	191055	0	0	0.098400	0.151688	0.139136	0.000000	0.000000	0.000000	38088	3436	-1867	0	0	13000	0	0	0	0	0	
