"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDJA36	RCFDK195	RCFDK196	RCFDK208	RCFDK209	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	
1187001																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1187551																																																																																																																																																																																																																																																	
1188772																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		28166	0	0	28166	0	0	64850	0	0	0	0	0	0	125067	0	0	125067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218083	0	0	218083	0	0	0	0	0	0	
1188987																																																																																																																																																																								0	0	0																									0			0																																											
1189993																																																																																																																																																																7881	7881	0	0	0	0	0	0	0	0	0	0	0	0	3469	0	0	0	0	0	0	0	0	0	0	3414	0	0	0	0	0	0	0	0	0	0	0	0	0	2484	0	2223	261	0	0	286120	3798	0	0	0	0	0	3469	0	0	3469	0	0	0	0	0	0	0	0	7881	0	0	0	0	0	0	303752	0	2223	297731	3798	0	0	0	0	0	
1190476																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4356	0	0	4006	0	171	652272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656799	0	171	656278	350	0	0	0	0	0	
1191352																																																																																																																																																																																																																																																	
1191482																																																																																																																																																																																																																																																	
1198605																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	93041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93041	0	0	93041	0	0	0	0	0	0	
1211371																																																																																																																																																																																																																																																	
1216022																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34738	4995746	41448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5071932	0	34738	4995746	41448	0	0	0	0	0	
1216321																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	19685	0	0	0	0	0	0	0	0	0	0	18923	0	0	0	0	0	0	0	0	0		0	0		5707	0	0	648	0	0	516041	3651	0	0	0	0	0	19685	0	0	19685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545084	0	0	536374	8710	0	0	0	0	0	
1216826																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	261416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261416	0	0	261416	0	0	0	0	0	0	
1218446																																																																																																																																																																																																																																																	
1222519																																																																																																																																																																																																																																																	
1222948																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3682	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3696	0	14	0	3682	0	0	0	0	0	
1225752																																																																																																																																																																																																																																																	
1225761																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	6357709	0	0	0	0	0	0	0	0	0	0	6310867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231530	0	0	0	0	0	0	6357709	0	0	6356596	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6589239	0	0	6588126	1113	0	0	0	0	0	
1225798																																																																																																																																																																																																																																																	
1228034																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		1231	0	0	1231	0	0	98467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99698	0	0	99698	0	0	0	0	0	0	
1229198																																																																																																																																																																																																																																																	
1293078																																																																																																																																																																																																																																																	
1356768																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	295	411271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411566	0	295	411271	0	0	0	0	0	0	
1369870																																																																																																																																																																																																																																																	
1377521																																																																																																																																																																																																																																																	
1386251																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		3920	0	0	331	0	341249	129040	14467	0	0	0	0	0	6197	0	0	6197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494873	0	341249	135568	18056	0	0	0	0	0	
1387203																																																																																																																																																																																																																																																	
1387605																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		9197	0	0	0	0	147399	38175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194771	0	147399	38175	9197	0	0	0	0	0	
1390324																																																																																																																																																																																																																																																	
1391778																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		97739	0	97739	0	0	162739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260478	0	260478	0	0	0	0	0	0	0	
1394621																																																																																																																																																																																																																																																	
1394676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97210	0	0	97210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97210	0	0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																	
1396764																																																																																																																																																																																																																																																	
1397471																																																																																																																																																																																																																																																	
1401387																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2994	205760	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210354	0	2994	205760	1600	0	0	0	0	0	
1401891																																																																																																																																																																																																																																																	
1402384																																																																																																																																																																																																																																																	
1404481																																																																																																																																																																																																																																																	
1404883																																																																																																																																																																																																																																																	
1404940																																																																																																																																																																																																																																																	
1407932																																																																																																																																																																4852	4852	0	0	0	0	0	0	0	0	0	0	0	0	3153	0	0	0	0	0	0	0	0	0	0	3105	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	123	101	0	0	716512	6031	0	0	0	0	0	3153	0	0	3153	0	0	0	0	0	0	0	0	4852	0	0	0	0	0	0	730772	0	123	724618	6031	0	0	0	0	0	
1411032																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39297	0	0	39297	0	0	0	0	0	0	
1412619																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		3260	0	0	3260	0	16462	95410	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115755	0	16462	98670	623	0	0	0	0	0	
1412712																																																																																																																																																																																																																																																	
1414819																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19926	235017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254943	0	19926	235017	0	0	0	0	0	0	
1416279																																																																																																																																																																																																																																																	
1418255																																																																																																																																																																																																																																																	
1421161																																																																																																																																																																																																																																																	
1429028																																																																																																																																																																																																																																																	
1435092																																																																																																																																																																																																																																																	
1436071																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178070	0	0	178070	0	0	0	0	0	0	
1436204																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	239	0	0	423718	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424122	0	0	423957	165	0	0	0	0	0	
1438589																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255663	0	0	255663	0	0	0	0	0	0	
1439054																																																																																																																																																																																																																																																	
1439456																																																																																																																																																																																																																																																	
1440117																																																																																																																																																																																																																																																	
1443266																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1444021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20182	509277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529459	0	20182	509277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529459	0	0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																	
1445943																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24482	531432	2681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558595	0	24482	531432	2681	0	0	0	0	0	
1447639																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	109	0	971	361111	0	0	0	0	0	0	2094	0	0	2094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364285	0	971	363314	0	0	0	0	0	0	
1456501																																																																																																																																																																376000	136000	0	0	0	242000	198000	44000	0	0	0	0	0	0	11000	0	13000	500000	747000	0	0	5221000	0	0	0	11000	0	13000	506000	751000	0	0	5236000	0	0	0	0	0	0	306000	35000	0	106000	0	15727000	18413000	0	0	0	0	0	0	575000	0	0	524000	51000	5923000	0	0	1328000	4595000	1863000	0	2147000	92000	439000	0	0	413000	26000	41759000	1898000	15727000	22931000	4999000	0	0	0	0	0	
1458608																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	124203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124203	0	0	124203	0	0	0	0	0	0	
1459717																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156379	0	0	156379	0	0	0	0	0	0	
1459735																																																																																																																																																																																																																																																	
1459799																																																																																																																																																																																																																																																	
1462986																																																																																																																																																																																																																																																	
1469677																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	127360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127360	0	0	127360	0	0	0	0	0	0	
1470150																																																																																																																																																																								0	0	0																									0			0																																											
1474309																																																																																																																																																																																																																																																	
1478231																																																																																																																																																																																																																																																	
1479470																																																																																																																																																																																																																																																	
1481745																																																																																																																																																																																																																																																	
1481754																																																																																																																																																																																																																																																	
1492817																																																																																																																																																																																																																																																	
1493319																																																																																																																																																																																																																																																	
1494482																																																																																																																																																																																																																																																	
1494914																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42548	0	0	0	42548	0	0	0	0	0	
1516423																																																																																																																																																																																																																																																	
1629903																																																																																																																																																																																																																																																	
1718188																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9495	0	0	133	0	70541	227033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307069	0	70541	227166	9362	0	0	0	0	0	
1718469																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36131	0	0	36131	0	0	693697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729828	0	0	729828	0	0	0	0	0	0	
1820979																																																																																																																																																																								0	0	0																									0			0																																											
1826382																																																																																																																																																																																																																																																	
1836701																																																																																																																																																																																																																																																	
1842065																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	6526	0	0	0	0	0	0	0	0	0	0	6494	0	0	0	0	0	0	0	0	0		0	0		9092	9694	0	18339	0	926530	1252914	0	0	0	0	0	0	5540	0	0	5540	0	986	0	0	986	0	0	0	0	0	0	0	0	0	0	2195062	9694	926530	1277779	447	0	0	0	0	0	
1852569																																																																																																																																																																																																																																																	
1862719																																																																																																																																																																																																																																																	
1863097																																																																																																																																																																																																																																																	
1864197																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3070	198221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201291	0	3070	198221	0	0	0	0	0	0	
1867983																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327	0	0	1327	0	0	984488	0	358	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986173	0	358	985815	0	0	0	0	0	0	
1872941																																																																																																																																																																																																																																																	
1872996																																																																																																																																																																																																																																																	
1879016																																																																																																																																																																																																																																																	
1883321																																																																																																																																																																0	0	0	0	0	3262601	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3262601		696008	0	696008	0	0	0	2822549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3518557	0	696008	2822549	0	0	0	0	0	0	
1885932																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80956	0	0	80956	0	0	0	0	0	0	
1890525																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	51075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51075	0	0	51075	0	0	0	0	0	0	
1892154																																																																																																																																																																																																																																																	
1893049																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1640238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1640238	0	0	1640238	0	0	0	0	0	0	
1897270																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	199927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199927	0	0	199927	0	0	0	0	0	0	
1900675																																																																																																																																																																								0	0	0																									0			0																																											
1914421																																																																																																																																																																																																																																																	
1917301	49133	49090	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0		21961	0	0	18417	0	0	208826	3931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49133	0	0	0	0	0	0	283851	0	0	276376	7475	0	0	0	0	0	0	0	49090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59853	0	0	59853	0	3544				3544	18417			18417																						10763			10763																						3544	10763	0	0	10763	0	212757	0	0	0	0	49133	49090										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																	
1918344																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182490	0	0	182490	0	0	0	0	0	0	
1929247																																																																																																																																																																55553	55991	0	0	0	0	0	0	0	0	0	0	0	0	28485	0	0	0	0	0	0	0	0	0	0	28122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1530539	0	0	0	0	0	0	28485	0	0	28485	0	0	0	0	0	0	0	0	55553	0	428	0	0	428	0	1615005	0	0	1615005	0	0	0	0	0	0	
1940747																																																																																																																																																																																																																																																	
1945247																																																																																																																																																																																																																																																	
1972298																																																																																																																																																																																																																																																	
1977248																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	766822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766822	0	0	766822	0	0	0	0	0	0	
2002222																																																																																																																																																																																																																																																	
2006024																																																																																																																																																																																																																																																	
2007991																																																																																																																																																																																																																																																	
2009605																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3693	0	0	3693	0	13707	296215	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313653	0	13707	299908	38	0	0	0	0	0	
2010722																																																																																																																																																																																																																																																	
2037185																																																																																																																																																																																																																																																	
2044811																																																																																																																																																																5651	5658	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		384	0	0	384	0	0	120989	11081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5651	0	0	0	0	0	0	138105	0	0	127024	11081	0	0	0	0	0	
2044820																																																																																																																																																																																																																																																	
2047504																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		22905	0	0	964	0	0	1098997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121902	0	0	1099961	21941	0	0	0	0	0	
2051127																																																																																																																																																																																																																																																	
2059990																																																																																																																																																																								0	0	0																									0			0																																											
2068107																																																																																																																																																																																																																																																	
2078290																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	2625178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2625178	0	0	2625178	0	0	0	0	0	0	
2107181																																																																																																																																																																																																																																																	
2107341																																																																																																																																																																																																																																																	
2110640																																																																																																																																																																																																																																																	
2119773																																																																																																																																																																2670	2635	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		1171	0	0	1171	0	0	149000	2847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2670	0	0	0	0	0	0	155688	0	0	152841	2847	0	0	0	0	0	
2121196																																																																																																																																																																0	0	5943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5943	0	0	245022	0	0	245022	0	0	6524741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5943	0	5943	0	0	6775706	0	5943	6769763	0	0	0	0	0	0	
2122997																																																																																																																																																																								0	0	0																									0			0																																											
2123930																																																																																																																																																																																																																																																	
2132594																																																																																																																																																																																																																																																	
2132941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4163	0	0	4163	0	5474	138596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148233	0	5474	142759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4163	0	0	4163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144070	0	0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																	
2140348																																																																																																																																																																																																																																																	
2142155																																																																																																																																																																1289	1289	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	88683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1289	0	0	0	0	0	0	89972	0	0	89972	0	0	0	0	0	0	
2163477																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	0	1142	0	0	0	0	0	0	0	
2164111																																																																																																																																																																																																																																																	
