"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	RCONL133	RCONL135	RCONN512	RCONN514	RCONN515	RCONN516	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
265340																																											0	420	0	0	4000	true	0	0	0	94	0	326	345	0	0	0	false	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					http://fbmilton.com	
265407																																											449	211	5000	0	7153	true	449	0	0	207	0	4	455	0	0	0	true	0	0	0	5000	0	0	2153	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	32	263	0	www.banknh.com	NA	www.banknh.org	NA	www.banknh.net	NA	www.laconiasavings.com	NA	secure.andera.com	NA	banknh.mortgagewebcenter.com	NA	secure10.onlineaccess1.com	www.banknh.mobi.com			www.BankNH.com	
265452																																											0	0	0	0	7500	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	500	500	6500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://stockgrowers.biz	
265676																																											0	3393	3	0	853	true	0	2420	79	763	0	131	225	0	0	0	false	0	0	0	3	5	51	794	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.CENTRALBANKSAVANNAH.COM	
266066																																											0	0	200	0	1281	true	0	0	0	0	0	0	3248	1	0	0	false	0	0	0	200	200	881	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.fnbhome.com	
266244																																											0	302	0	0	0	true	0	0	0	302	0	0	934	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	true	false	true	false	true	false	false																					www.statebankofwaterloo.com	
266253																																											0	717	500	0	2560	true	0	689	0	0	0	28	14	0	0	0	false	0	0	0	619	860	293	788	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false					www.acbbank.net																www.acbbankonline.com	
266271	5904	63448	600000	0	1263397	true	5904	527	0	0	0	true	0	33908	875000	297000	0	0	175000	33908	43591	13841	57	80522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1263397			6280	2700	43149	0	11319								0										0		true	false			0	0	0	0	0	0	0	0	0										0	0	0	0	0							true	false	false	false	true	false	false	false	true	1	546	3453	0																	http://www.tcfbank.com	
266655																																											0	0	100	0	7442	true	0	0	0	0	0	0	3000	1	0	0	false	0	0	0	100	1129	1649	4564	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.fbtfullerton.com	
266851																																											0	1279	0	0	4000	true	0	434	0	260	0	585	3975	2	0	0	false	0	0	0	0	1650	1950	400	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.fmb4banking.com	
266879																																											0	578	0	0	0	true	0	100	0	478	0	0	323	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	5	44	0	http://www.colonial4banking.com																http://www.colonial4banking.com	
266945																																											0	1588	0	0	30000	true	0	908	0	517	0	163	3928	1	0	0	false	0	0	0	0	30000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.mbcbank.com	
267652																																											0	1037	0	0	0	true	0	267	0	386	0	384	2067	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					http://www.ssbmn.com	
268006																																											728	552	61381	728	105520	true	0	0	0	552	0	0	9117	1	728	0	false	0	0	0	61381	0	35246	8893	12500	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	true	1	93	3440	0																	www.mascomabank.com	
268136																																											0	188	0	0	0	true	0	168	0	0	0	20	2728	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0		The Citizens Bank of Laurens County															www.cbs-lc.com	
268257																																											17	840	0	17	0	true	0	0	0	433	0	407	1502	1	17	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.communitybank-tx.com	
268556																																											0	226	0	0	44	true	0	0	0	226	0	0	452	0	0	0	true	0	44	0	0	0	0	0	0	44	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.bremer.com	
268677																																											265	1369	27000	226	52000	true	0	0	0	569	160	640	1500	1	226	39	false	0	0	0	27000	0	25000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	true	false	true	true	true	false	true	true	1	22	95	0																	http://www.Carverbank.com	
268828																																											0	1969	0	0	0	true	0	557	0	60	590	762	8436	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.grundynationalbank.com	
268976																																											0	0	0	0	0	true	0	0	0	0	0	0	746	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.wcbonline.com	
269049																																											261	8105	2000	261	30500	true	0	7789	0	316	0	0	2600	2	261	0	true	0	0	0	2000	5500	14000	9000	5000	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.visionbank.com	
269058																																											16	2202	500	0	2000	true	16	1188	0	150	0	864	427	0	0	0	true	0	0	0	500	1000	500	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false					secure11.onlineaccess1.com																www.annabank.com	
269478																																											354	240	3500	354	10165	true	0	240	0	0	0	0	600	0	476	0	false	0	0	0	3500	4476	2189	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0		Equitable Bank															http://www.equitablebank.com	
269571																																											0	8	0	0	0	false	0	0	0	8	0	0	726	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false																					www.acbla.com	
269759																																											0	26	0	0	0	true	0	0	0	26	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.farmers-merchants.com	
270148																																											0	163	0	0	0	true	0	0	0	60	0	103	1037	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.statebankofwhittington.com	
270353																																											0	238	0	0	0	true	0	238	0	0	0	0	22	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.arlingtonstatebank.com	
270504																																											2345	866	12000	1322	12694	true	1023	0	0	795	0	71	9208	2	1595	0	false	0	0	0	12000	0	0	0	0	0	0	0	694	0	694	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	27	972	0																	www.communitynationalbank.com	
270531																																											0	8585	0	0	0	true	0	0	0	821	317	7447	3892	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.brickyardbank.net	
270652																																											0	0	0	0	573	true	0	0	0	0	0	0	702	0	0	0	false	0	0	0	0	0	0	0	0	573	0	0	0	0	573	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://bankwithsecurity.com	
271136																																											0	6034	0	0	0	true	0	1950	0	3985	0	99	102	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.bankoflouisiana.com	
271154																																											0	153	250	0	17187	true	0	6	0	50	0	97	3270	1	0	0	false	0	0	0	250	1625	4162	11150	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false					www.alcesterbank.com		www.alcesterstatebank.com		www.s-b-a.com		www.sbasd.com										www.statebankofalcester.com	
271275																																											389	200	10000	389	10000	true	0	0	0	200	0	0	3051	2	1356	0	true	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false						Dean Bank															www.deanbank.com	
271341																																											290	1751	28	290	293	true	0	1589	0	0	0	162	291	0	290	0	true	0	0	0	28	167	19	79	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false	false	false	false	false																					www.peoplesbankmtw.com	
271529																																											332	3493	3500	0	14819	true	332	2510	0	475	0	508	6100	5	0	0	false	0	0	0	3500	0	0	11319	10000	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.ecountybank.com	
271631																																											0	3145	0	0	16000	true	0	2074	504	184	0	383	6919	4	0	0	false	0	0	0	0	8000	8000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.FMBBANK.com	
271752																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.bankofcushing.net	
272030																																											0	165	0	0	0	true	0	94	71	0	0	0	17	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://thepbot.com	
272058																																											0	0	0	0	0	false	0	0	0	0	0	0	868	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					bellinghambank@farmerstel.net	
272151																																											0	0	0	0	0	true	0	0	0	0	0	0	144	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.grangernationalbank.com	
272245																																											0	0	0	0	0	false	0	0	0	0	0	0	301	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																						
272272																																											2505	2969	26100	0	51600	true	2505	65	0	527	0	2377	10477	3	0	0	false	0	0	0	26100	10500	15000	0	25500	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	18	221	0	www.kasasa.com		www.checkingfinder.com														www.bankwithsouthern.com	
272302																																											0	628	0	0	27508	true	0	350	0	278	0	0	10111	4	0	0	false	0	0	0	0	9714	15500	2294	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.institutionforsavings.com	
272870																																											253	488	0	253	3344	true	0	0	0	0	0	488	158	0	328	0	false	0	0	0	2935	0	0	0	0	0	0	0	409	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.meetinghousebank.com	
273149																																											0	660	28	0	5524	true	0	0	0	239	0	421	2158	1	0	0	false	0	0	0	28	2332	2385	779	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	7	383	0																	WWW.first-banking.com	
273251																																											0	0	0	0	0	true	0	0	0	0	0	0	1013	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.fsbadgt.com	
273336																																											0	407	0	0	0	true	0	407	0	0	0	0	45021	8	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.bankoftampa.com	
273550																																											870	559	0	0	23531	true	870	0	0	220	0	339	321	0	0	0	true	0	0	0	0	13250	3000	7281	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false					www.hsbt.com	HOME STATE BANK															www.thecsb.com	
273653																																											0	60	0	0	0	true	0	0	0	0	0	60	325	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.concordebanks.com	
273662																																											0	0	0	0	0	true	0	0	0	0	0	0	15268	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false	1	14	107	0																	www.fsbuvalde.com	
273840																																											258	25	0	0	5000	true	258	0	0	0	0	25	4381	3	0	0	false	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.commfirstbank.net	
273859																																											0	0	0	0	0	true	0	0	0	0	0	0	468	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://fmbok.com	
274025																																											0	0	0	0	0	false	0	0	0	0	0	0	34	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.mtvictorybank.com	
274052																																											0	0	0	0	1134	true	0	0	0	0	0	0	246	1	0	0	false	0	0	0	0	1000	0	134	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false																					www.fmbankmc.com	
274164																																											0	961	0	0	3287	true	0	0	0	492	0	469	4077	2	0	0	false	0	0	0	0	0	238	735	0	0	2314	0	0	0	2314	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					http://www.texasstarbank.com	
274548																																											0	0	1000	0	6800	true	0	0	0	0	0	0	3929	1	0	0	true	0	0	0	1000	2000	1000	0	0	2800	0	0	0	0	2800	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.northwesternbankonline.com	
274641																																											0	0	0	0	0	false	0	0	0	0	0	0	342	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://gehantbank.com	
274829																																											978	3917	0	0	0	true	978	3486	0	94	337	0	1242	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.trupointbank.com	
274856																																											0	64	0	0	0	true	0	0	0	64	0	0	1562	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.csbarlington.com	
275255																																											113	0	0	0	0	true	113	0	0	0	0	0	2706	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://bcbank.net	
275358																																											0	731	0	0	19000	true	0	457	0	224	0	50	9751	5	0	0	true	0	0	0	7500	2000	9500	0	5000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.americanbanktrust.net	
275479																																											0	0	11500	0	34500	true	0	0	0	0	0	0	650	0	0	0	false	0	0	0	11500	15500	7500	0	2500	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	true	false	false	true	true	false	false	false																					www.commonwealthcoop.com	
275509																																											0	5697	0	0	0	true	0	0	0	4705	0	992	2272	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.cbbcnj.com	
275657																																											0	0	0	0	0	true	0	0	0	0	0	0	369	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.fsbnesscity.com	
275750																																											0	88	35000	0	35000	true	0	0	0	88	0	0	10086	3	0	0	true	0	0	0	35000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.bremer.com	
276074																																											0	0	1100	0	10800	true	0	0	0	0	0	0	333	0	0	0	true	10533	0	0	4100	4700	2000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false																					senecafederal.com	
276159																																											0	65	0	0	0	true	0	0	0	65	0	0	51	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.southwindbank.net	
276355																																											0	0	0	0	0	true	0	0	0	0	0	0	1496	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	true	2	16	2	0																	www.fnbgroesbeck.com	
276551																																											158	112	0	0	2416	true	158	0	0	112	0	0	2427	2	0	0	false	0	0	0	1080	0	1336	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.fnbhugo.com	
276579	0	8085	0	0	0	true	0	131667	4	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0			769	26	2087	0	5203								0										0		true	true			0	0	0	0	0	0	0	0	0										0	0	0	0	0							true	false	false	false	true	false	false	false	true	1	499	7159	499		ZIONS BANK															http://www.zionsbank.com	
276645																																											131	354	0	0	9100	true	131	0	0	170	0	184	2225	2	0	0	true	0	0	0	0	4500	4600	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.americanstatebank.com	
276654																																											0	87	4000	0	5684	true	0	18	0	69	0	0	10	0	0	0	false	0	0	0	4000	1684	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.ffmbank.com	
276850																																											5131	0	30293	0	87602	true	5131	0	0	0	0	0	9382	2	0	0	true	0	150	0	70293	11533	2656	2820	55000	150	150	0	0	0	300	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	43	308	0	http://security1stbank.com																http://www.security1stbank.com	
276953																																											0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://communitybankavon.com	
277053																																											585	5242	0	0	0	true	585	665	0	1191	72	3314	126	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	9	103	0		Colorado Mountain Bank a branch of First State Bank of Colorado		Crawford Country Bank a branch of First State Bank of Colorado		First State Bank of Colorado dba First State Bank of Hotchkiss		First State Bank of Delta an office of First State Bank of Colorado		Paonia State Bank a branch of First State Bank of Colorado							http://www.firststatebank-co.com	
