"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJ447	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
2483438					CONF							0	0	0	0	false		0	0					112					112			0	0	0	0																				
2485544					CONF							0	0	0	0	false		0	0					112								0	0	0	0																				
2489805	0	0	0	0	CONF	21000	0	0	25000	18000	13000	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AFFILIATE FEES			MANAGEMENT CHARGES	DEPOSIT SWEEP FEE	DISTRIBUTION FEE										
2490285					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2491291	9	1	28	2	CONF	11	2		105	7	33	0	0	0	0	false	3	0	0		61	4		85	6			39		14	29	0	0	0	0		3	42		Document preparation fees	Debit card income	Fee income letters of credit	Other services and insurance	Other loan related expenses	Insurance bonds	Downstream from capital raise									
2493697	0	0	0	0	CONF	116	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SBA Service Fees															
2496081	8		3	3	CONF	100						0	0	0	0	false	1	0	0					14				16	5		6	0	0	0	0					NMTC Transaction & Annual Maint Fees	BEA Award														
2497181					CONF				167			0	0	0	0	false		0	0		101			178			369			104	172	0	0	0	0								Bank franchise tax												
2502656	0	0	0	0	CONF	0	0	0	33197	98391	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	216252	0	0	5302	0	0	0	0	0	0	0	0	0				Management Fees	Credit aand Debit Card Reward Program									0	0	
2502825					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2505424	21	0	30	2	CONF	0	0	0	5	6	0	0	0	0	0	false	20	0	0	2	27	2	1	85	20	0	53	23	20	33	19	0	0	0	0	0	0	2	0				CORR BANK SRV CHG	LOAN EXPENSE											
2505451	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	237	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0																
2505460	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	244	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0																
2506328	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2506757	109	0	11	36	CONF	0	0	0	47	0	0	0	0	0	0	false	35	0	0	12	0	15	23	197	28	0	152	32	58	97	26	0	0	0	0	0	6	61	21				B&O and franchise taxes												
2508751	549			1051	CONF	3122	324		827	2996	-2000	14000	0	-2	0	true		0	0					2053		-205			248			0	0	0	0					Other Mortgage Banking Revenue	Income from Investment in Unaffiliated Partnerships		Software License Fees	Loan Expenses	Recovery of prior year legal risk expense	Capital Infusion from the Parent Holding Company		Restructured loans for which impairment is calculated using the present value of future cash flows		Other Non-Interest Expenses: RI-E.2.q Meals and Entertainment Expense $698					
2512347	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2515320					CONF				162			0	0	0	0	false		0	0					166								0	0	0	0					0			Software Maintenance												
2518497					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2524797	173	32	100	56	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	131	0	0	383	0	0	0	92	96	0	0	0	0	0	0	0	0	140	0																
2529176	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2531562					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2531991	0	0	0	0	CONF	209	0	0	417	0	0	0	0	0	0	false	0	-1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Intercompany Allocations			Intercompany Allocations								Cumulative effect of changes in accounting principles				
2532082					CONF							0	0	0	0	false		0	0													0	0	0	0			141													Adjusted DTA due to new federal tax rate				
2533043	0	0	0	12	CONF	0	0	0	16	0	0	0	0	0	0	false	0	0	0	0	0	0	0	30	0	0	0	20	25	8	24	0	0	0	0	0	0	29	0				Security Guard												
2533119					CONF							0	0	0	0	false		0	0					106								0	0	0	0																				
2535560					CONF							0	0	0	0	false		0	0					194								0	0	0	0					Exchange, Collection & Wire Fees			Loan and Collection Expense	Amort of Fed Tax Credits	Software Mainentance										
2536633	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2539081	8	0	43	12	CONF	0	0	0	0	0	0	0	0	0	0	false	3	0	0	4	39	4	3	83	28	0	33	27	19	32	10	0	0	0	0	0	0	10	13																
2539960	64		9	7	CONF							0	0	0	0	false	8	0	0	13	11	2	5	132	45		7	24		2	18	0	0	0	0		5	1																	
2562137	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2562164	58	0	36	12	CONF	93	130	37	158	124	88	0	0	0	0	false	17	0	0	1	46	14	6	329	36	0	346	21	36	150	55	0	0	0	0	0	19	-2	13	Merchant Service Fees	Loan Referral Fee	Mortgage Brokerage Fees	Dues, Memberships, and Subscriptions	Excise Tax	Business Development										
2567123	0	0	0	0	CONF	312	0	0	0	0	0	0	0	0	0	false	0	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Reconveyance/title fees											Impact of 2017 tax reform				
2568063	0	0	46	2	CONF	0	0	0	405	1334	261	0	0	0	0	false	66	0	0	7	0	1	294	558	8	0	420	52	91	597	251	0	0	0	0	0	27	0	16				management fee	advisor fee	scorecard expense										
2576134				129	CONF	1170						0	0	0	0	false		0	0					383				165	238			0	0	0	0					Service Partner Fees			Travel												
2577739	26	2	22		CONF							0	0	0	0	false	9	-49	0	2	4	4	24	89	14			11			20	0	0	0	0																Accounting change due to tax reform				
2580243	128				CONF				103	137		0	0	0	0	false		0	0													0	0	0	0								Amortization expense of purchased computer software	State tax based on value of shares outstanding (PA Shares Tax)											
2586281	0	0	0	0	CONF	0	0	0	149	0	0	8	0	0	0	false	0	0	0	0	0	0	0	307	0	0	216	0	0	153	0	0	0	0	0	0	0	0	0				Bank Franchise & other tax			RSU & option issue amortization									
2587916					CONF							0	0	0	0	false		0	0					235								0	0	0	0																				
2590037					CONF	699	-8687	-2599	10944	9871	14653	0	0	0	0	true		0	0					11307			17840					0	0	0	0					Deposits Miscellaneous Noninterest Income	Net Bank Card and Credit Card Misc Nonint Income and Rewards Expense	Misc Mortgage Loan Noninterest Income	Agency Compensation	Loan and Deposit Sub-Servicing Expenses	Parent Company Allocated Overhead Expenses					Other noninterest income / expense (itemized) include:  
- Misc Vehicle Other Non-Interest Expense  $(2,846),    -Misc Mortgage Other Non-Interest Expense  $(2,204),   -Misc Bank Card and Credit Card Other Non-Interest Expense  $2,506,   -Postage Expense  $1,822					
2594240	0	0	16	22	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	15	0	0	57	0	0	1	24	0	0	11	0	0	0	0	0	1	0	0																
2594419	183	0	0	0	CONF	0	0	0	0	0	0	850	0	0	0	false	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0							Capital Contribution from parent									
2596646	436	0	0	0	CONF	241	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	247	163	0	535	0	0	168	0	0	0	0	0	0	0	0	0	LOAN PROCESSING FEES															
2597223			10		CONF				100			0	0	0	0	false	3	0	0					131	22			45	675		8	0	0	0	0				45				Other Expenses												
2598396	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2600039			15	21	CONF				1077	181	6	0	0	0	0	false	9	0	0					140	4						14	0	0	0	0				17				Broadcort Fees	Management Fee ($135), Travel ($46)	Banking Exp ($3) Hardware ($3)										
2602828	5	6	0	12	CONF	0	0	0	5	0	0	0	0	0	0	false	1	0	0	0	8	0	0	25	6	0	6	2	5	5	5	0	0	0	0	0	0	43	0				Correspondent/FRB Fees												
2605566	0	0	0	0	CONF	3931	0	0	256	280	275	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fee Income			Credit Bureau	Outside Services & Donations	Allocations										
2607412					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2608754	420	0	144	45	CONF	482	83	0	748	0	0	0	0	0	0	false	110	0	0	32	330	74	773	1373	316	0	470	231	62	161	220	0	0	0	0	0	51	40	228	FEES FROM PAYROLL SERVICES	COMMERCIAL LTTR OF CR & NON INT LN FEES		SOFTWARE												
2610784					CONF							0	0	0	0	false		0	0					46								0	0	0	0																				
2614344					CONF							0	0	0	0	false		0	0													0	0	0	0											Capital Contribution from Holding Company									
2615190	4372	0	36	893	CONF	18554	3719	-2177	23176	3356	0	379	0	0	0	false	562	0	0	0	0	0	0	4311	430	0	10952	227	204	0	309	0	0	0	0	0	0	0	261	Annual Fees	Fee income merchant	Other miscellaneous fees charged off	Servicing and collections	Recovery collection fees		Stock appreciation rights									
2615220					CONF							0	0	0	0	false		0	0								132					0	0	0	0																				
2618780	8667			1747	CONF	1017	1562	5168	2362	4678	4902	0	0	0	0	false		2	0		659			1235		-516						0	0	0	0				1195	Letter of credit fees	Swap fees	Brokered loan fees	Licenses and subscriptions	Software	Other professional fees						Adoption of ASU 2016-01				
2619714					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2621285				42	CONF				9			0	0	0	0	false		0	0					27				84	64			0	0	0	0								ORE Expenses												
2621940	10	0	21	3	CONF	3	0	0	29	7	30	0	0	0	0	false	3	0	0	2	8	1	83	97	11	0	0	6	1	51	12	0	0	0	0	0	3	12	14	Other Income			Computer Software	Correspondant Bank Charges	Indirect Loan Expense										
2624400					CONF				480			0	0	0	0	false		0	0					535								0	0	0	0								Loan Expenses												
2625724	0	0	0	0	CONF	203	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Check cashing fees															
2631172					CONF							0	0	0	0	false		0	0					193			106					0	0	0	0																				
2631323					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2631846	127	0	0	0	CONF	1075	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Data Processing Services															
2634191	2170				CONF				4135			0	0	0	0	true		0	0				872	3861			7507			1929		0	0	0	0								Mangement Fee							Additional URLs (RC-M 8.b): www.northcascadesbank.com, www.foothillsbank.com, www.collegiatepeaksbank.com, www.ourbank.com. Additional trade names (RC-M 8.c): Citizens Community Bank, First Bank of Montana, Bank of the San Juans, First State Bank of Wyoming, North Cascades Bank, Foothills Bank, Collegiate Peaks Bank, First Security Bank of Bozeman.					
2634351	229	124			CONF	54			378		122	0	0	0	0	false		0	0		238			695			1179	138		332		0	0	0	0		61		110	Merchant Card Processing			Other Outside Services	Debit Card Rewards	Computer Software Depreciation										
2641827	0	0	0	0	CONF	471	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shareholder and Social Witness services for New Covenant mutual funds															
2642598	78		35	2	CONF	33			45			0	0	0	0	false	6	0	0	6	43	3	5	216	36		68	45	28	28	15	0	0	0	0				14	Rental Income			B & O Taxes												
2643595	19		18	14	CONF				1			0	0	0	0	false	3	0	0					90	8			17	18		3	0	0	0	0				9				Substandard loan costs												
2648376	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	168	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0																
2649122	294	0	0	0	CONF	163	0	0	2526	0	0	0	0	0	0	false	0	0	0	0	0	0	0	606	0	0	855	0	0	228	247	0	0	0	0	0	0	0	0	MISCELLANEOUS INCOME			MANAGEMENT FEES												
2649177					CONF	934	3061		213			0	0	0	0	false		0	0													0	0	0	0					Annual Fee Income	Fee Income - Monthly Fee		Investment Management Fees			Contributed Receivables									
2650333	20			14	CONF				2	6	9	0	0	0	0	true	5	0	0			2	2	61	8			11	5		30	0	0	0	0		3	2	6				OREO Expense Maint, Insurance, Taxes	Collections and Repo Expenses	Credit Reports					Mortgage Origination Broker Fees Earned - $12,019.80.					
2651899					CONF	122						0	0	0	0	false	136	0	0													0	0	0	0					Service Charges			Bank Charges	Professional Fees	Other Charges										
2652092	937	0	154	1903	CONF	984	223	0	936	300	0	0	0	0	0	false	46	0	0	14	344	9	0	2310	75	0	494	6	732	21	194	0	0	0	0	0	0	17	255	Other Loan Income	Intercompany Support Fee		Broker Fees	Virginia Franchise Tax											
2654911					CONF	885			127			21	0	0	0	false	222	0	0					551					78			0	0	0	0					Unrealized gain/loss Interest options			OCC Assessments			Stock Expense allocation									
2655495	78		9	2	CONF				15			0	0	0	0	false	59	0	0	11	92	11	18	153	74		315	41		162	62	0	0	0	0		6		38				Computer Software												
2661861	0	0	0	0	CONF	1085	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FACTORING INCOME											ASU 2018-200				
2666400	101	0	33	43	CONF	1106	190	136	174	124	88	0	0	0	0	false	41	0	0	0	173	0	0	186	74	0	200	49	112	69	54	0	0	0	0	0	103	10	43	Income from Mercury Funding	Indirect Loan Admin Fees	Online Pay Fees	Repo and Collections Expenses	Factor Broker Expense	Commonwealth Expenses										
2667920	0	0	0	0	CONF	329	0	0	100	0	0	0	0	0	0	false	0	-695	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	Intercompany occupancy income			Intercompany management expense								mpact of 2017 tax reform				
2667939	24	0	21	0	CONF	0	0	0	5	11	0	0	0	0	0	false	2	0	0	0	16	4	2	72	16	0	0	1	13	6	5	0	0	0	0	0	1	0	0				CONTRIBUTIONS	SERVICE CHARGES											
2667957	155				CONF							0	0	0	0	false		0	0					187								0	0	0	0								Travel	Donations	Business meals and entertainment										
2668598	71		67	32	CONF	169			50			0	0	0	0	false		0	0		48			201			58	31		31		0	0	0	0					RE Loan Fees Sold in Secondary Market	Legal Settlement on Loan		Franchise Tax	Loan Related Expense											
2684552	88	1	35	6	CONF	0	0	0	0	0	0	0	0	0	0	false	22	0	0	2	0	5	137	89	24	0	1	23	0	61	0	0	0	0	0	0	0	0	0																
2686211	19	349	92	122	CONF							0	0	0	0	false	46	0	0	4	84	1	11	35	25			71	121	18	33	0	0	0	0			151																	
2687133	33	13	48	8	CONF	0	0	0	0	0	0	0	0	0	0	false	11	0	0	4	45	5	0	104	24	0	40	14	0	0	0	0	0	0	0	0	0	0	0																
2687487	0	0	0	0	CONF	0	0	0	2424	1031	861	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	5304	0	0	0	0	0	0	0	0	0	0	0	0				Processing Expense	Collections and Rewards	Agent Payments										
2692753	111	0	0	0	CONF	0	0	0	261	228	0	0	0	0	0	false	0	0	0	0	0	0	104	430	0	0	397	159	0	172	201	0	0	0	0	0	0	150	0				Legal Fees Collections	Management Fee Expense											
2693264	200			109	CONF	171	407		782			0	0	0	0	false		-51	0		101			1325			202					0	0	0	0					Fees from Covered Call Options	Operating Lease Income		Loan Expenses								Early adoption of ASU 2017-12 Targeted Improvements to Accounting for Hedging Activities				
2694681			202		CONF				267			0	0	0	0	false		0	0					270							152	0	0	0	0								BUSINESS MEETING, MEALS & ENTERTAINMENT, LODGING, TRAVEL												
2694944	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2696180					CONF							0	0	0	0	false		0	0													0	0	0	0					Shazam Income	Nyce & Pulse Income		shazam expense	Internet Banking Expense											
2697963	49	0	58	16	CONF	701	2	0	91	80	0	0	0	0	0	false	0	0	0	0	0	0	0	179	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	INCOME FROM NEW MARKET ACTIVITIES	MISC INCOME		PROFESSIONAL FEES	IDEMNFICICATION FEE											
2700984	0	0	0	0	CONF	13303	12111	6695	100154	12772	0	0	0	0	0	true	0	0	0	0	0	0	0	5927	0	0	37982	0	0	0	0	0	0	0	0	0	0	0	0	Card Revenue	Foreign Transaction Processing Fees	Program Maintenance Revenue	Servicing Contract	Partner & Association Commission						Other non interest income:  Processing Revenue    3,953 Other non interest income :   4,637 Other non interest income: 3,455					
2702764					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2705112					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2705895	188	0	268	303	CONF	2167	908	118	144	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1471	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	FX Conversion Fees	Debit Card Income	Loan Servicing Fees	Travel and entertainment												
2708122	192	0	0	0	CONF	518	0	0	122	0	0	0	0	0	0	false	0	0	0	0	109	0	0	252	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	Royalty income			Franchise tax												
2710554	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2713920	0	0	0	0	CONF	0	0	0	301	180	0	0	0	0	0	false	0	0	0	0	0	0	0	228	0	0	0	0	742	0	0	0	0	0	0	0	0	0	0				Payment to affiliate per service agreement	External referral fees											
2716088	0	0	104	0	CONF	0	0	0	175	0	0	0	0	0	0	false	0	0	0	0	0	0	215	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Shareholder Tax												
2716828	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2717012			101	295	CONF					148		0	0	0	0	false		0	0					327			173	280				0	0	0	0					Other Loan Fees Paid	Other Loan Fees	SBA Loan Discount Fees	Other Professional Services	Software expenses											
2718596	27	1	19		CONF	3						0	0	0	0	false	10	0	0	3	24	3	9	51	12		38	23		21	8	0	0	0	0		1	2	6	FHLBXTRA AGENT FEES															
2719427	176				CONF	525			765			0	0	0	0	false		0	0		379			792			175	267	258		189	0	0	0	0					DERIVATIVES INCOME			SOFTWARE EXPENSES												
2719810					CONF	133			320	105		85000	0	0	0	false		0	0					203					246			0	0	0	0					Affiliate Administrative fee			Affiliate Management fee	Affiliate Referral fee		Capital Infusion f rom the Parent Holding Company									
2723376	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	163	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0																
2724766	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2726050	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2728661	0	0	0	185	CONF	0	0	0	386	0	0	0	0	0	0	false	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				LOAN SERVICE FEES AND LOAN AUDIT FEE												
2728746					CONF							0	0	0	0	false		0	0													0	0	0	0								Amortization of Prepaid Insurance Coverage					Election of Push Down Accounting							
2729677	28483	0	0	0	CONF	-710	0	4818	9851	5471	0	0	0	0	0	false	0	0	0	0	168	0	0	12455	0	-577	523	0	2036	0	0	0	0	0	0	0	0	0	0	Write-Down HFS Loans		Gain/(Loss) on Derivatives	Corporate Overhead	Technology Expense											
2730431	0	0	0	0	CONF	129	0	0	151	0	0	0	0	0	0	false	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Real estate subsidiary fee income			Other loan collection expense												
2732565					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2733263	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	460	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0																
2734729	286	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	227	0	0	592	0	0	159	116	490	0	99	0	0	0	0	0	0	0	0																
2735137	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2735146	8046	0		0	CONF	4065	3722		0	0	26062	-6000	0	0	0	false	0	0	0			0	0	16962	0	0	0	0	15946	0	0	0	0	0	0		0	0	0	Lease Income	Loan Production Revenue		0		Parent Company Allocations & Affliate transaction processing	Dividend paid to parent									
2735173					CONF							-125	0	0	0	false		0	0					152								0	0	0	0								Travel/Training	Loan Originiation Expense		Return of capital									
2735324	5	2		8	CONF							0	0	0	0	false	11	0	0	1		7	4	131	17		71	45	2	-6	22	0	0	0	0		4	18	16							Capital Infusion for March									
2736219	182				CONF	486	379		412	221	418	0	0	0	0	false		0	0		131			169			284		254			0	0	0	0				159	Operating Lease Income	BIN related income		Lease Depreciation	Support Expenses	Software and Maintenance										
2736291	1804	0	0	703	CONF	0	179	0	2755	3554	0	17	0	0	0	false	0	0	0	0	0	0	243	3562	0	0	59	0	1852	0	0	0	0	0	0	0	124	0	0		Merchant discount Visa		Corporate expenses	Other professional fees		The awarding of share-based employee compensation under ASC Topic 718									
2736451	126				CONF				451	132		0	0	0	0	false		0	0						136		609			392	134	0	0	0	0			235					Computer S/W Maintenance License	Depreciation Expense Software											
2736714					CONF							0	0	0	0	false		-8	0					245					138			0	0	0	0				242							Capital infusion from parent holding company					Adoption of ASU 2016-01				
2737980	513				CONF	500	286					0	0	0	0	false		0	0					781	171						187	0	0	0	0					Purchased Loan Fees charged to other lenders	Purchased Loan Participation Fees														
2743244	255	0	0	116	CONF	110	376	0	342	506	227	0	0	0	0	false	0	0	0	0	137	0	124	393	0	0	873	0	126	297	0	0	0	0	0	0	0	0	0	Other Income	Loan & ML Fee Income		Ad Valorem Taxes	Technology Expense	Business Development										
2744782	0	0	0	0	CONF	129	109	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	495	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	Mortgage Brokerage Fees	BOLI Income														
2745426	48		53	15	CONF				104			0	0	0	0	false	14	0	0		40			224	47		128	48	53		25	0	0	0	0								community relations												
2745529	129				CONF				685	378	457	0	0	0	0	true		0	0					232							102	0	0	0	0								Trust Referral Fees and Bonuses	Expensed Software & Maintenance	Service Level Agreements and Chargebacks			Want to delete line 6c, 6d, 6e, but they are locked.		General Meetings - $267; Outside Services - $127					
2746245	6	0	11	6	CONF	19	2	0	7	8	0	0	0	0	0	false	12	0	0	1	23	4	0	59	11	0	62	34	0	3	9	0	0	0	0	0	0	0	11	Mortgage Fee Income	Miscellaneous Income		Service Charges - Other Banks	Dues											
2746263	230	0	146	21	CONF	58	69	0	172	68	143	0	0	0	0	true	46	0	0	10	180	6	8	281	24	0	136	235	132	75	100	0	0	0	0	0	8	0	18	Loan Fees	Letter of Credit Fees		Employee Expenses	Correspondent Bank Clearing Fees	Software Maintenance					Bank Dues - $109					
2747279	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2747466	21		26		CONF		3		89	13	2	0	0	0	0	false	15	0	0	4	10	6	47	5	13					16	36	0	0	0	0					EARLY WITHDRAWAL PENALTIES ON CDS	OTHER CUSTOMER SERVICE FEES		HOLDING COMPANY SERVICE FEES	OUTSIDE SERVICE CHARGES	CHARITABLE CONTRIBUTIONS										
2747587	1397	0	0	0	CONF	1366	5986	756	2319	325	0	0	0	0	0	false	0	0	0	0	0	0	0	419	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	Loan Fee Income	Hedge Income	State Tax Credits   Other Rents	Lending Expense	Provisions for Loans sold w/ Recourse											
2748502					CONF	140						0	0	0	0	false		0	0					343			171					0	0	0	0					Loan Commitment Fees on Lines of Credit															
2749059	0	0	0	0	CONF	0	0	0	0	0	0	73	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							Stock Option Expense									
2751007	76		32	16	CONF	7	2		120	50		0	0	0	0	false	18	0	0	6	43	5	34	194	15		199	56	40	109	86	0	0	0	0		5		30	Title insurance premium commissions	Insurance commissions		Bank shares and deposits tax	Travel and entertainment							ASU 2018-02 1ST QTR ADOPTION DISAGGR MV ADJ MARK TO MARKET				
2753917					CONF							0	0	0	0	false		0	0													0	0	0	0																				
2754222	5	11	27	2	CONF				9	2	1	0	0	0	0	false	2	0	0					53	6			12	7		9	0	0	0	0			2	6				Supervisory exam	reo exp	Loan expenses- forms and expenses in loan products										
2754389	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2756730	36		38	40	CONF							0	0	0	0	false		-6	0		7		15	96	25		30		147	28		0	0	0	0					CDFI Grant	Check Cashing Fees					Additional Capital raised					Prior Period Adjustment for Depreciation				
2756767					CONF							0	0	0	0	false		0	0					101								0	0	0	0					Miscellaneous Income-BOLI Death Benefit			Bank Service Fees												
2756909					CONF							0	0	0	0	false		0	0					217								0	0	0	0																				
2757205	319				CONF	97	413		824	207	1304	646	164	0	0	false		0	0		218			724			335			186		0	0	0	0					Rental income	Commercial swap fees		LSP, LLC services	Travel expense	Intercompany services expense	Stranded AOCI	Stock Compensation Expense & CRAIX Change in Value								
2758024	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	128	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2758613	685	137		282	CONF				558	237		10000	0	0	0	false		-68	1131		237			263			111		230			0	0	0	0			161					Software amortization and maintenance	Loan processing costs		Capital Contribution					Adopted ASU 2016-01	Adopted ASU 2018-02			
2759629	0	0	0	0	CONF	0	0	0	128	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Donations												
2760102	344	0	107	0	CONF	0	0	0	233	0	0	0	0	0	0	false	0	16963	0	0	0	0	0	347	0	0	666	0	0	262	193	0	0	0	0	0	0	0	0				Software Maintenance								Election to apply Pushdown Accounting at legal merger				
2760232					CONF				109			0	0	0	0	false		0	0					423			242					0	0	0	0								Loan Underwriting			Dividend to Holding Company									
2761967	1	9	9	52	CONF	4				21		0	0	0	0	false	1	37	0	1	23	2	7	62	6			28	5			0	0	0	0					Wire Transfer fees				Software amortization							Reclassification of stranded tax effects within AOCI to RE per FASB				
2764212	79	56	113	220	CONF	151	-13	5	121	55	169	0	0	0	0	false	9	0	0	1	150	4		181	27		35	134	-9	16	19	0	0	0	0		10			Loan fees	Servicing rights	Misc income	Travel & Entertainment	Insurance	OREO Expense										
2765602					CONF							1000	0	0	0	false		0	0					125								0	0	0	0											Equity down streamed from parent									
