"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
5331																																																																																																																																																																																																	19677	0	0	0	214426	403028	0	2012	0	34108	405807	0	0	0	0	38798	417	0	5	10262	-2647	0	2012	2012	11311	191262	39043	20919	167919	0	0	0.090649	0.167393	0.158712	0.000000	0.000000	0.000000	36786	2012	-31	0	0	0	0	0	0	0	0	
5461																																																																																																																																																																																																	38963	0	0	0	65376	474232	0	3431	0	47747	473362	0	0	0	0	49394	0	0	2380	10642	0	0	3528	3528	31517	73113	28722	23154	342430	0	0	0.096923	0.130698	0.121363	0.000000	0.000000	0.000000	45866	3528	1739	0	0	0	0	0	0	0	0	
5751																																																																																																																																																																																																	1469	0	0	0	57172	115638	0	1042	0	26084	118657	0	0	0	0	24958	0	0	0	4501	0	0	802	802	2657	54683	12852	3375	44471	0	0	0.203578	0.390665	0.378111	0	0	0	24156	802	1928	0	0	0	0	0	0	0	0	
6039																																																																																																																																																																																																	17423	0	0	0	5023	85180	0	1277	0	8888	85185	0	0	0	0	9633	0	0	218	1341	0	0	781	781	12530	11418	6048	7199	56405	0	0	0.103915	0.155378	0.142781	0.000000	0.000000	0.000000	8852	781	36	0	0	0	0	0	0	0	0	
6141																																																																																																																																																																																																	6126	0	0	17603	0	56936	0	408	0	4925	55387	0	0	0	0	5280	0	0	0	0	0	0	377	377	1320	23817	13607	899	18600	0	22	0.0886	0.1752	0.1627	0.0000	0.0000	0.0000	4903	377	0	0	0	0	0	0	0	0	0	
6329																																																																																																																																																																																																	39663	0	0	0	40314	456118	0	8426	0	33340	463034	0	0	0	0	37071	0	0	341	9578	0	0	4424	4424	38470	51322	71259	34336	302444	0	0	0.070507	0.105933	0.093291	0.000000	0.000000	0.000000	32647	4424	693	0	0	0	0	0	0	0	0	
6972																																																																																																																																																																																																	33199	0	0	140955	94202	796502	0	14710	0	89405	812726	0	0	0	0	102274	0	0	220	59473	-5684	0	7719	7719	36269	158704	124455	36417	491250	0	0	0.1164	0.1676	0.1550	0.0000	0.0000	0.0000	94555	7719	289	0	0	0	0	0	0	0	0	
7009																																																																																																																																																																																																	4215	0	0	0	333550	639061	461	0	0	52085	633978	0	0	0	5	49466	36000	0	0	0	0	0	0	461	160740	158575	13632	10470	303253	0	0	0.0773	0.1447	0.1434	0.0000	0.0000	0.0000	49005	461	3080	0	0	0	0	0	0	0	0	
7045																																																																																																																																																																																																	22249	0	0	0	46006	139565	0	862	0	15439	145324	0	0	0	0	15777	0	0	312	0	0	0	862	862	22780	40466	29891	3632	46423	0	0	0.1026	0.2266	0.2142	0.0000	0.0000	0.0000	14915	862	524	0	0	0	0	0	0	0	0	
7157																																																																																																																																																																																																	654	0	0	0	21453	48427	0	384	0	4256	49828	0	0	0	0	4455	0	0	0	0	0	0	327	327	1026	20498	8581	990	18523	0	0	0.082845	0.165879	0.153703	0.000000	0.000000	0.000000	4128	327	128	0	0	0	0	0	0	0	0	
7456																																																																																																																																																																																																	3972	0	0	3931	19122	56400	0	383	0	5061	58431	0	0	0	0	4960	0	0	0	0	0	0	383	383	4376	17551	0	1352	34371	0	0	0.0783	0.1309	0.1208	0.0000	0.0000	0.0000	4577	383	484	0	0	0	0	0	0	0	0	
7634																																																																																																																																																																																																	12463	0	0	10	6151	67630	0	1480	0	5361	67344	0	0	0	0	5919	0	0	0	15	0	0	601	601	11190	4762	11940	3912	41175	0	0	0.078968	0.125334	0.112607	0.000000	0.000000	0.000000	5318	601	43	0	0	0	0	0	0	0	0	
8033																																																																																																																																																																																																	17118	0	0	0	8380	161225	0	1018	0	15297	164265	0	0	0	0	16263	0	0	0	6016	0	0	1018	1018	18429	16716	35228	5267	91792	0	0	0.092807	0.141667	0.132800	0.000000	0.000000	0.000000	15245	1018	52	0	0	0	0	0	0	0	0	
8462																																																																																																																																																																																																	18297	0	0	0	77154	135137	0	493	0	16060	129512	0	0	0	0	14907	0	0	287	301	0	0	493	493	9386	88541	2558	1476	33499	0	0	0.1113	0.2824	0.2731	0.0000	0.0000	0.0000	14414	493	1646	0	0	0	0	0	0	0	0	
8631																																																																																																																																																																																																	4997	0	0	0	11109	57840	0	429	0	6671	57215	0	0	0	0	6994	0	0	0	1060	0	0	429	429	1102	19467	13904	4385	23735	0	0	0.114743	0.198074	0.185925	0.000000	0.000000	0.000000	6565	429	106	0	0	0	0	0	0	0	0	
9357																																																																																																																																																																																																	14805	0	0	0	64070	317151	0	5824	0	68614	322632	0	0	0	0	42530	0	0	0	0	0	0	2537	2537	8387	74795	51721	2623	159451	49078	0	0.1359	0.2130	0.2003	0	0	0	39993	2537	277	0	0	0	0	0	0	0	0	
9553																																																																																																																																																																																																	7525	0	0	0	26290	114252	0	816	0	8852	109270	0	0	0	0	9619	0	0	0	85	0	0	816	816	6317	20455	14407	5399	73816	0	0	0.0806	0.1128	0.1032	0.0000	0.0000	0.0000	8803	816	49	0	0	0	0	0	0	0	0	
9807																																																																																																																																																																																																	165453	0	0	329116	102593	2328198	0	49302	0	234703	2328761	0	0	0	0	327363	0	0	0	334260	0	0	27843	27843	267592	133536	473493	242066	1629262	0	0	0.128618	0.148463	0.135836	0.000000	0.000000	0.000000	299520	27843	-64817	607	30160	40000	0	0	0	0	0	
9955																																																																																																																																																																																																	23730	0	0	0	26302	108615	0	1143	0	12680	106675	0	0	0	0	12850	0	0	0	1294	0	0	882	882	2521	32928	24161	3025	49418	0	0	0.112536	0.182700	0.170160	0	0	0	11968	882	385	0	0	0	0	0	0	0	0	
10250																																																																																																																																																																																																	28606	0	0	0	42363	387101	0	12637	0	27716	392091	0	0	0	0	22143	0	0	2300	7782	0	0	3840	3840	26017	49665	43880	31431	270310	0	8735	0.047744	0.074199	0.061332	0	0	0	18303	3840	678	0	0	0	0	0	0	0	0	
10849																																																																																																																																																																																																	11171	0	0	0	31578	263973	0	4275	0	23601	271836	0	0	0	0	24944	0	0	266	5880	0	0	2432	2432	10758	32574	76640	23635	146980	0	0	0.0830	0.1292	0.1166	0.0000	0.0000	0.0000	22512	2432	395	0	2	1	0	0	0	0	0	
10858																																																																																																																																																																																																	31078	0	0	0	83581	394427	5	2658	0	39478	405467	0	0	0	0	38155	0	0	0	17605	0	0	2698	2703	46062	119447	30084	9808	196549	658	0	0.088028	0.156192	0.145127	0.000000	0.000000	0.000000	35452	2703	1294	0	0	0	0	0	0	0	0	
11145																																																																																																																																																																																																	9343	0	0	0	19079	166945	0	1708	0	17046	166820	0	0	0	0	17612	0	0	0	0	0	0	1340	1340	11540	17895	69761	12572	68516	64	0	0.0978	0.1649	0.1523	0.0000	0.0000	0.0000	16272	1340	324	0	0	0	0	0	0	0	0	
11640																																																																																																																																																																																																	12377	0	0	0	92749	325879	0	3030	0	32070	314424	0	0	0	0	33569	0	0	0	21035	0	0	2872	2872	7662	92984	52119	17721	174064	0	0	0.0976	0.1462	0.1337	0.0000	0.0000	0.0000	30697	2872	1373	0	0	0	0	0	0	0	0	
11837																																																																																																																																																																																																	13799	0	0	0	56614	108130	0	964	0	11325	110102	0	0	0	0	11376	0	0	0	1346	0	0	581	581	27454	36372	12224	5229	32358	0	271	0.0983	0.2470	0.2344	0.0000	0.0000	0.0000	10795	581	259	0	0	0	0	0	0	0	0	
12030																																																																																																																																																																																																	24722	0	0	0	4652	318972	0	9754	0	36779	325044	0	0	0	0	39888	0	0	0	4184	0	0	3133	3133	34549	21967	58149	17732	214022	0	0	0.1131	0.1635	0.1506	0.0000	0.0000	0.0000	36755	3133	24	0	0	0	0	0	0	0	0	
12142																																																																																																																																																																																																	13245	0	0	577	46869	178199	0	1695	0	20171	176254	59	0	0	0	21580	0	0	0	0	-929	0	1427	1427	8688	48107	34184	10009	87480	0	0	0.114341	0.189418	0.176892	0.000000	0.000000	0.000000	20153	1427	947	0	0	0	0	0	0	0	0	
12245																																																																																																																																																																																																	2059	0	0	0	32315	115376	0	1365	0	13569	115225	0	0	0	0	13963	0	0	816	0	0	0	902	902	4712	25466	38268	2777	47461	0	0	0.113352	0.194832	0.182246	0	0	0	13061	902	508	0	0	0	0	0	0	0	0	
12311	1108942	0	0	670478	7753622	52799993	60	1058160	0	3846588	52541919	10485	0	0	260669	5783674	3252239	330632	46940	4232650	-87690	1271300	555272	1826632	2248791	7499295	7682014	3360374	36137110	224860	92987	0.076196	0.131724	0.090122	0.000000	0.000000	0.000000	3957042	1826632	-34509	401623	13094750	3591710	3851	0	0	0	0	0	0	0	0	0	0	0	64381	0	524472	0	543948	43907456	51932634	0	0	0	0	0	38979656	3906	29651	29651	536114	536114	0	10410	0	525704	0	597540	505413	9818	-1067	0	0	0	1067	624641	484301	0	0	670478	0	0	0	-632669	675869	6469484	243899	997039	0	0	0	224860	0	0	0	11795	7188164	31779697	252752	0	7917	0	0	4859926	670860	277803	525798	25091	-767217	23470	0	0	0	23470	2097	0	0	0	2097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117174	117174	0	0	117174	0	0	0	0	0	0	0	2116325	0	0	0	2116325	0	155749	368723	2248791	7665454	8167911	38834357	0	1533091	4083956	38834357	44451404	0	0	0	4060914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108942			670478	7753622	52799993									260669																																		
12647																																																																																																																																																																																																	5307	0	0	6219	0	93425	0	732	0	9775	92890	0	0	0	0	10507	0	0	0	0	0	0	732	732	971	7200	20135	6142	65851	72	0	0.1052	0.1355	0.1260	0.0000	0.0000	0.0000	9775	732	0	0	0	0	0	0	0	0	0	
12656																																																																																																																																																																																																	417	0	0	801	0	17287	0	263	0	1388	17139	0	0	0	0	1523	0	0	0	0	0	0	135	135	301	3334	7606	570	6309	0	0	0.0810	0.1430	0.1303	0.0000	0.0000	0.0000	1388	135	0	0	0	0	0	0	0	0	0	
12937																																																																																																																																																																																																	27923	0	0	0	497	210500	0	2040	0	32470	208891	0	0	0	0	34410	0	0	0	17099	0	0	2040	2040	825	27098	28758	13627	155692	86	0	0.154961	0.188163	0.177008	0.000000	0.000000	0.000000	32370	2040	100	0	0	0	0	0	0	0	0	
12946																																																																																																																																																																																																	11343	0	0	0	130782	699423	0	9926	0	70457	691724	0	0	0	0	66537	0	0	0	5588	0	0	6334	6334	5127	126222	183868	30612	383685	0	0	0.088438	0.132312	0.119716	0.000000	0.000000	0.000000	60203	6334	-759	0	0	0	0	0	0	0	0	
12955																																																																																																																																																																																																	8940	0	0	2145	7	114609	0	998	0	11591	112876	0	0	0	0	12589	0	0	0	0	0	0	998	998	4	14223	10000	5339	91377	3135	0	0.1027	0.1254	0.1155	0.0000	0.0000	0.0000	11591	998	0	0	0	0	0	0	0	0	0	
13103																																																																																																																																																																																																	17470	0	0	340	278502	1275620	0	9961	0	179235	1265326	0	0	0	0	173972	0	0	610	0	-3611	0	9972	9972	3898	180312	304674	40273	771427	586	0	0.130443	0.181109	0.170728	0.000000	0.000000	0.000000	164000	9972	10776	0	0	0	0	0	0	0	0	
13251																																																																																																																																																																																																	12743	0	0	0	4398	41030	0	579	0	3901	41610	0	0	0	0	4091	0	0	0	0	0	0	301	301	2190	14695	6916	1634	17698	0	0	0.0911	0.1718	0.1591	0.0000	0.0000	0.0000	3790	301	111	0	0	0	0	0	0	0	0	
13457																																																																																																																																																																																																	1056	0	0	0	4409	20603	0	136	0	5920	21242	0	0	0	0	6007	0	0	0	648	0	0	136	136	138	9039	580	1349	10909	0	0	0.2764	0.4506	0.4404	0.0000	0.0000	0.0000	5871	136	49	0	0	0	0	0	0	0	0	
14052																																																																																																																																																																																																	9704	0	0	0	11240	61417	0	1158	0	6543	62574	0	0	0	0	6700	0	0	0	0	0	0	488	488	7430	13259	10276	4104	31201	0	180	0.0996	0.1747	0.1620	0.0000	0.0000	0.0000	6212	488	151	0	0	0	0	0	0	0	0	
14155																																																																																																																																																																																																	1938	0	0	0	6555	117926	0	1710	0	14040	117243	0	0	0	0	15115	0	0	0	0	0	0	1232	1232	923	3995	37120	10743	77446	0	0	0.1184	0.1542	0.1416	0.0000	0.0000	0.0000	13883	1232	157	0	5000	0	0	0	0	0	0	
14650																																																																																																																																																																																																	3733	0	0	4125	24	27013	0	344	0	2852	27415	0	0	0	0	2986	0	0	0	244	0	0	225	225	2834	5734	4010	1892	14688	0	0	0.101043	0.167330	0.154721	0.000000	0.000000	0.000000	2761	225	1	0	0	0	0	0	0	0	0	
14753																																																																																																																																																																																																	2207	0	0	11857	10710	40710	0	503	0	3499	41051	0	0	0	0	3712	0	0	0	1923	0	0	309	1286	207	11995	14930	652	13928	0	0	0.059097	0.151140	0.098779	0	0	0	2426	1286	96	0	0	0	0	0	0	0	0	
14865																																																																																																																																																																																																	8868	0	0	0	22551	252007	0	2981	0	27349	249829	0	0	0	0	29263	0	0	0	14062	0	0	2549	2549	29178	25956	16523	16059	182555	0	0	0.107083	0.143832	0.131303	0	0	0	26714	2549	275	0	0	0	0	0	0	0	0	
14977																																																																																																																																																																																																	11298	0	0	43	7726	44069	0	319	0	7606	44106	10	0	0	0	7813	0	0	0	0	0	0	319	319	16931	1965	0	1812	25323	0	0	0.1699	0.3038	0.2914	0.0000	0.0000	0.0000	7494	319	112	0	0	0	0	0	0	0	0	
16458																																																																																																																																																																																																	11994	0	0	43540	81990	285882	0	2399	0	34274	286809	0	0	0	0	34385	0	0	128	21012	0	0	2173	2173	10468	128463	19234	13343	127963	812	0	0.112312	0.198019	0.185505	0.000000	0.000000	0.000000	32212	2173	2062	0	0	0	0	0	0	0	0	
16551																																																																																																																																																																																																	3392	0	0	1119	13628	166537	0	2627	0	20872	161097	0	0	0	0	21431	0	0	90	3198	0	0	1732	1732	1324	23137	43466	11155	99829	0	0	0.1228	0.1557	0.1431	0.0000	0.0000	0.0000	19699	1732	455	0	0	0	0	0	0	0	0	
16748																																																																																																																																																																																																	6783	0	0	8041	9870	60242	0	466	0	6382	59290	0	0	0	0	6465	361	0	0	3704	0	0	390	390	13134	17107	8665	3053	21394	364	0	0.1025	0.2079	0.1954	0.0000	0.0000	0.0000	6075	390	267	0	0	0	0	0	0	0	0	
16944																																																																																																																																																																																																	6363	0	0	0	16302	37360	0	215	0	4138	37645	0	0	0	0	4043	0	0	0	0	0	0	211	211	2930	14446	11503	731	8235	0	0	0.1018	0.2396	0.2271	0.0000	0.0000	0.0000	3832	211	306	0	0	0	0	0	0	0	0	
16953																																																																																																																																																																																																	6782	0	0	2365	10010	34137	0	119	0	5120	34623	0	0	0	0	5229	0	0	0	0	0	0	119	119	231	18916	0	497	15099	0	0	0.1476	0.2769	0.2706	0.0000	0.0000	0.0000	5110	119	10	0	0	0	0	0	0	0	0	
17110																																																																																																																																																																																																	16456	0	0	100	19963	110279	0	319	0	19061	109888	0	0	0	0	19380	0	0	1025	40857	0	0	319	319	515	16260	1664	3570	92160	0	0	0.1735	0.1654	0.1627	0.0000	0.0000	0.0000	19061	319	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																																																																																	65702	0	0	347155	587950	4073647	0	77133	0	577209	4118664	0	0	0	0	455190	39265	0	13435	75803	0	0	36873	36873	329322	623256	578625	218388	2481090	4846	20188	0.1057	0.1555	0.1429	0.0000	0.0000	0.0000	418317	36873	-3257	0	150514	5602	0	0	0	0	0	
17259																																																																																																																																																																																																	1225	0	0	0	25314	64710	0	188	0	7452	64997	0	0	0	0	6959	0	0	50	311	0	0	188	188	2141	20936	11991	4185	29149	0	0	0.1042	0.1762	0.1715	0.0000	0.0000	0.0000	6771	188	681	0	0	0	0	0	0	0	0	
17464																																																																																																																																																																																																	216896	0	0	1335	124121	1562386	9	40790	0	219681	1578057	0	0	0	0	230443	782	0	0	47031	0	0	15540	15549	229333	154109	53792	93675	1159773	665	0	0.1364	0.1894	0.1766	0.0000	0.0000	0.0000	214894	15549	2263	0	0	0	0	0	0	0	0	
17950																																																																																																																																																																																																	8813	0	0	168	114373	285086	0	2628	0	26765	281092	0	0	0	0	25684	0	0	273	3390	0	0	2178	2178	18976	79332	55786	8672	128729	0	0	0.0840	0.1478	0.1352	0	0	0	23506	2178	1961	0	0	0	0	0	0	0	0	
18050																																																																																																																																																																																																	12669	0	0	16629	100902	338705	0	2689	0	40910	336205	0	0	0	0	40325	0	0	364	0	0	0	2503	2503	18885	111269	61368	13645	146785	0	0	0.1127	0.2016	0.1890	0.0000	0.0000	0.0000	37822	2503	2495	0	0	0	0	0	0	0	0	
18135																																																																																																																																																																																																	8348	0	0	15172	44588	237079	0	1571	0	19799	238714	0	0	0	0	20937	0	0	0	0	0	0	1571	1571	2564	89160	13372	20093	133121	612	0	0.0811	0.1322	0.1223	0.0000	0.0000	0.0000	19366	1571	433	0	0	0	0	0	0	0	0	
18377																																																																																																																																																																																																	15198	0	0	0	8845	44765	0	202	0	3402	44425	0	0	0	0	3432	0	0	0	0	0	0	202	202	2145	21219	15993	1011	5277	0	0	0.072707	0.195913	0.184382	0	0	0	3230	202	172	0	0	0	0	0	0	0	0	
18827																																																																																																																																																																																																	21399	0	0	0	57565	386449	0	4542	0	40322	390635	10	0	0	0	41969	0	0	2118	2546	0	0	3419	3419	2816	62626	131692	8957	191869	0	0	0.099028	0.154136	0.141579	0.000000	0.000000	0.000000	38550	3419	-900	0	0	0	0	0	0	0	0	
